CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;CD_CONTA;DS_CONTA;VL_CONTA
13.217.485/0001-11;2023;2;GRUPO SBF S.A.;24694;7.04.02;Outras;0
13.217.485/0001-11;2023;2;GRUPO SBF S.A.;24694;7.05;Valor Adicionado Líquido Produzido;2465348
13.217.485/0001-11;2023;2;GRUPO SBF S.A.;24694;7.06;Vlr Adicionado Recebido em Transferência;248445
13.217.485/0001-11;2023;2;GRUPO SBF S.A.;24694;7.06.01;Resultado de Equivalência Patrimonial;-922
13.217.485/0001-11;2023;2;GRUPO SBF S.A.;24694;7.06.02;Receitas Financeiras;249367
13.217.485/0001-11;2023;2;GRUPO SBF S.A.;24694;7.06.03;Outros;0
13.217.485/0001-11;2023;2;GRUPO SBF S.A.;24694;7.07;Valor Adicionado Total a Distribuir;2713793
13.217.485/0001-11;2023;2;GRUPO SBF S.A.;24694;7.08;Distribuição do Valor Adicionado;2713793
13.217.485/0001-11;2023;2;GRUPO SBF S.A.;24694;7.08.01;Pessoal;737504
13.217.485/0001-11;2023;2;GRUPO SBF S.A.;24694;7.08.01.01;Remuneração Direta;501289
13.217.485/0001-11;2023;2;GRUPO SBF S.A.;24694;7.08.01.02;Benefícios;190166
13.217.485/0001-11;2023;2;GRUPO SBF S.A.;24694;7.08.01.03;F.G.T.S.;46049
13.217.485/0001-11;2023;2;GRUPO SBF S.A.;24694;7.08.01.04;Outros;0
13.217.485/0001-11;2023;2;GRUPO SBF S.A.;24694;7.08.02;Impostos, Taxas e Contribuições;883886
13.217.485/0001-11;2023;2;GRUPO SBF S.A.;24694;7.08.02.01;Federais;359346
13.217.485/0001-11;2023;2;GRUPO SBF S.A.;24694;7.08.02.02;Estaduais;490611
13.217.485/0001-11;2023;2;GRUPO SBF S.A.;24694;7.08.02.03;Municipais;33929
13.217.485/0001-11;2023;2;GRUPO SBF S.A.;24694;7.08.03;Remuneração de Capitais de Terceiros;923591
13.217.485/0001-11;2023;2;GRUPO SBF S.A.;24694;7.08.03.01;Juros;239782
13.217.485/0001-11;2023;2;GRUPO SBF S.A.;24694;7.08.03.02;Aluguéis;111432
13.217.485/0001-11;2023;2;GRUPO SBF S.A.;24694;7.08.03.03;Outras;572377
13.217.485/0001-11;2023;2;GRUPO SBF S.A.;24694;7.08.04;Remuneração de Capitais Próprios;168812
13.217.485/0001-11;2023;2;GRUPO SBF S.A.;24694;7.08.04.01;Juros sobre o Capital Próprio;0
13.217.485/0001-11;2023;2;GRUPO SBF S.A.;24694;7.08.04.02;Dividendos;0
13.217.485/0001-11;2023;2;GRUPO SBF S.A.;24694;7.08.04.03;Lucros Retidos / Prejuízo do Período;169145
13.217.485/0001-11;2023;2;GRUPO SBF S.A.;24694;7.08.04.04;Part. Não Controladores nos Lucros Retidos;-333
13.217.485/0001-11;2023;2;GRUPO SBF S.A.;24694;7.08.05;Outros;0
13.217.485/0001-11;2023;2;GRUPO SBF S.A.;24694;7.08.05.01;Viagens e estadia;0
13.217.485/0001-11;2023;2;GRUPO SBF S.A.;24694;7.08.05.02;Seguros e Indenização;0
13.217.485/0001-11;2023;2;GRUPO SBF S.A.;24694;7.08.05.03;Outras despesas;0
13.270.520/0001-66;2023;1;KORA SAÚDE PARTICIPAÇÕES S.A.;25879;7.01;Receitas;2391043
13.270.520/0001-66;2023;1;KORA SAÚDE PARTICIPAÇÕES S.A.;25879;7.01.01;Vendas de Mercadorias, Produtos e Serviços;2411204
13.270.520/0001-66;2023;1;KORA SAÚDE PARTICIPAÇÕES S.A.;25879;7.01.02;Outras Receitas;0
13.270.520/0001-66;2023;1;KORA SAÚDE PARTICIPAÇÕES S.A.;25879;7.01.03;Receitas refs. à Construção de Ativos Próprios;0
13.270.520/0001-66;2023;1;KORA SAÚDE PARTICIPAÇÕES S.A.;25879;7.01.04;Provisão/Reversão de Créds. Liquidação Duvidosa;-20161
13.270.520/0001-66;2023;1;KORA SAÚDE PARTICIPAÇÕES S.A.;25879;7.02;Insumos Adquiridos de Terceiros;-1193923
13.270.520/0001-66;2023;1;KORA SAÚDE PARTICIPAÇÕES S.A.;25879;7.02.01;Custos Prods., Mercs. e Servs. Vendidos;0
13.270.520/0001-66;2023;1;KORA SAÚDE PARTICIPAÇÕES S.A.;25879;7.02.02;Materiais, Energia, Servs. de Terceiros e Outros;0
13.270.520/0001-66;2023;1;KORA SAÚDE PARTICIPAÇÕES S.A.;25879;7.02.03;Perda/Recuperação de Valores Ativos;0
13.270.520/0001-66;2023;1;KORA SAÚDE PARTICIPAÇÕES S.A.;25879;7.02.04;Outros;-1193923
13.270.520/0001-66;2023;1;KORA SAÚDE PARTICIPAÇÕES S.A.;25879;7.02.04.01;Materiais e medicamentos;-469671
13.270.520/0001-66;2023;1;KORA SAÚDE PARTICIPAÇÕES S.A.;25879;7.02.04.02;Serviços de terceiros;-560686
13.270.520/0001-66;2023;1;KORA SAÚDE PARTICIPAÇÕES S.A.;25879;7.02.04.03;Utilidades e serviços;-163123
13.270.520/0001-66;2023;1;KORA SAÚDE PARTICIPAÇÕES S.A.;25879;7.02.04.04;Viagens e hospedagens;-16358
13.270.520/0001-66;2023;1;KORA SAÚDE PARTICIPAÇÕES S.A.;25879;7.02.04.05;Outras despesas (Receitas);15915
13.270.520/0001-66;2023;1;KORA SAÚDE PARTICIPAÇÕES S.A.;25879;7.03;Valor Adicionado Bruto;1197120
13.270.520/0001-66;2023;1;KORA SAÚDE PARTICIPAÇÕES S.A.;25879;7.04;Retenções;-167571
13.270.520/0001-66;2023;1;KORA SAÚDE PARTICIPAÇÕES S.A.;25879;7.04.01;Depreciação, Amortização e Exaustão;-167571
13.270.520/0001-66;2023;1;KORA SAÚDE PARTICIPAÇÕES S.A.;25879;7.04.02;Outras;0
13.270.520/0001-66;2023;1;KORA SAÚDE PARTICIPAÇÕES S.A.;25879;7.05;Valor Adicionado Líquido Produzido;1029549
13.270.520/0001-66;2023;1;KORA SAÚDE PARTICIPAÇÕES S.A.;25879;7.06;Vlr Adicionado Recebido em Transferência;40221
13.270.520/0001-66;2023;1;KORA SAÚDE PARTICIPAÇÕES S.A.;25879;7.06.01;Resultado de Equivalência Patrimonial;3916
13.270.520/0001-66;2023;1;KORA SAÚDE PARTICIPAÇÕES S.A.;25879;7.06.02;Receitas Financeiras;36305
13.270.520/0001-66;2023;1;KORA SAÚDE PARTICIPAÇÕES S.A.;25879;7.06.03;Outros;0
13.270.520/0001-66;2023;1;KORA SAÚDE PARTICIPAÇÕES S.A.;25879;7.07;Valor Adicionado Total a Distribuir;1069770
13.270.520/0001-66;2023;1;KORA SAÚDE PARTICIPAÇÕES S.A.;25879;7.08;Distribuição do Valor Adicionado;1069770
13.270.520/0001-66;2023;1;KORA SAÚDE PARTICIPAÇÕES S.A.;25879;7.08.01;Pessoal;578846
13.270.520/0001-66;2023;1;KORA SAÚDE PARTICIPAÇÕES S.A.;25879;7.08.01.01;Remuneração Direta;562159
13.270.520/0001-66;2023;1;KORA SAÚDE PARTICIPAÇÕES S.A.;25879;7.08.01.02;Benefícios;0
13.270.520/0001-66;2023;1;KORA SAÚDE PARTICIPAÇÕES S.A.;25879;7.08.01.03;F.G.T.S.;0
13.270.520/0001-66;2023;1;KORA SAÚDE PARTICIPAÇÕES S.A.;25879;7.08.01.04;Outros;16687
13.270.520/0001-66;2023;1;KORA SAÚDE PARTICIPAÇÕES S.A.;25879;7.08.02;Impostos, Taxas e Contribuições;175601
13.270.520/0001-66;2023;1;KORA SAÚDE PARTICIPAÇÕES S.A.;25879;7.08.02.01;Federais;24084
13.270.520/0001-66;2023;1;KORA SAÚDE PARTICIPAÇÕES S.A.;25879;7.08.02.02;Estaduais;0
13.270.520/0001-66;2023;1;KORA SAÚDE PARTICIPAÇÕES S.A.;25879;7.08.02.03;Municipais;151517
13.270.520/0001-66;2023;1;KORA SAÚDE PARTICIPAÇÕES S.A.;25879;7.08.03;Remuneração de Capitais de Terceiros;473392
13.270.520/0001-66;2023;1;KORA SAÚDE PARTICIPAÇÕES S.A.;25879;7.08.03.01;Juros;0
13.270.520/0001-66;2023;1;KORA SAÚDE PARTICIPAÇÕES S.A.;25879;7.08.03.02;Aluguéis;14168
13.270.520/0001-66;2023;1;KORA SAÚDE PARTICIPAÇÕES S.A.;25879;7.08.03.03;Outras;459224
13.270.520/0001-66;2023;1;KORA SAÚDE PARTICIPAÇÕES S.A.;25879;7.08.03.03.01;Despesas financeiras;459224
13.270.520/0001-66;2023;1;KORA SAÚDE PARTICIPAÇÕES S.A.;25879;7.08.04;Remuneração de Capitais Próprios;-158069
13.270.520/0001-66;2023;1;KORA SAÚDE PARTICIPAÇÕES S.A.;25879;7.08.04.01;Juros sobre o Capital Próprio;0
13.270.520/0001-66;2023;1;KORA SAÚDE PARTICIPAÇÕES S.A.;25879;7.08.04.02;Dividendos;0
13.270.520/0001-66;2023;1;KORA SAÚDE PARTICIPAÇÕES S.A.;25879;7.08.04.03;Lucros Retidos / Prejuízo do Período;-167624
13.270.520/0001-66;2023;1;KORA SAÚDE PARTICIPAÇÕES S.A.;25879;7.08.04.04;Part. Não Controladores nos Lucros Retidos;9555
13.270.520/0001-66;2023;1;KORA SAÚDE PARTICIPAÇÕES S.A.;25879;7.08.05;Outros;0
13.444.994/0001-87;2023;1;MLOG S.A.;22586;7.01;Receitas;298091
13.444.994/0001-87;2023;1;MLOG S.A.;22586;7.01.01;Vendas de Mercadorias, Produtos e Serviços;272006
13.444.994/0001-87;2023;1;MLOG S.A.;22586;7.01.02;Outras Receitas;26085
13.444.994/0001-87;2023;1;MLOG S.A.;22586;7.01.02.01;Subvenção de AFRMM;16874
13.444.994/0001-87;2023;1;MLOG S.A.;22586;7.01.02.02;Outras receitas;3956
13.444.994/0001-87;2023;1;MLOG S.A.;22586;7.01.02.03;Redução (reversão) ao valor recuperável de ativos;5255
13.444.994/0001-87;2023;1;MLOG S.A.;22586;7.01.02.04;Provisão para redução de dívida do controlador;0
13.444.994/0001-87;2023;1;MLOG S.A.;22586;7.01.03;Receitas refs. à Construção de Ativos Próprios;0
13.444.994/0001-87;2023;1;MLOG S.A.;22586;7.01.04;Provisão/Reversão de Créds. Liquidação Duvidosa;0
13.444.994/0001-87;2023;1;MLOG S.A.;22586;7.02;Insumos Adquiridos de Terceiros;-115375
13.444.994/0001-87;2023;1;MLOG S.A.;22586;7.02.01;Custos Prods., Mercs. e Servs. Vendidos;-96860
13.444.994/0001-87;2023;1;MLOG S.A.;22586;7.02.02;Materiais, Energia, Servs. de Terceiros e Outros;-18515
13.444.994/0001-87;2023;1;MLOG S.A.;22586;7.02.03;Perda/Recuperação de Valores Ativos;0
13.444.994/0001-87;2023;1;MLOG S.A.;22586;7.02.04;Outros;0
13.444.994/0001-87;2023;1;MLOG S.A.;22586;7.02.04.01;Despesas com Opções de Ações Outorgadas;0
13.444.994/0001-87;2023;1;MLOG S.A.;22586;7.03;Valor Adicionado Bruto;182716
13.444.994/0001-87;2023;1;MLOG S.A.;22586;7.04;Retenções;-32110
13.444.994/0001-87;2023;1;MLOG S.A.;22586;7.04.01;Depreciação, Amortização e Exaustão;-32110
13.444.994/0001-87;2023;1;MLOG S.A.;22586;7.04.02;Outras;0
13.444.994/0001-87;2023;1;MLOG S.A.;22586;7.05;Valor Adicionado Líquido Produzido;150606
13.444.994/0001-87;2023;1;MLOG S.A.;22586;7.06;Vlr Adicionado Recebido em Transferência;9406
13.444.994/0001-87;2023;1;MLOG S.A.;22586;7.06.01;Resultado de Equivalência Patrimonial;0
13.444.994/0001-87;2023;1;MLOG S.A.;22586;7.06.02;Receitas Financeiras;9406
13.444.994/0001-87;2023;1;MLOG S.A.;22586;7.06.03;Outros;0
13.444.994/0001-87;2023;1;MLOG S.A.;22586;7.07;Valor Adicionado Total a Distribuir;160012
13.444.994/0001-87;2023;1;MLOG S.A.;22586;7.08;Distribuição do Valor Adicionado;160012
13.444.994/0001-87;2023;1;MLOG S.A.;22586;7.08.01;Pessoal;92498
13.444.994/0001-87;2023;1;MLOG S.A.;22586;7.08.01.01;Remuneração Direta;45960
13.444.994/0001-87;2023;1;MLOG S.A.;22586;7.08.01.02;Benefícios;34829
13.444.994/0001-87;2023;1;MLOG S.A.;22586;7.08.01.03;F.G.T.S.;5393
13.444.994/0001-87;2023;1;MLOG S.A.;22586;7.08.01.04;Outros;6316
13.444.994/0001-87;2023;1;MLOG S.A.;22586;7.08.01.04.01;Honorários da Administração;6316
13.444.994/0001-87;2023;1;MLOG S.A.;22586;7.08.02;Impostos, Taxas e Contribuições;57037
13.444.994/0001-87;2023;1;MLOG S.A.;22586;7.08.02.01;Federais;49625
13.444.994/0001-87;2023;1;MLOG S.A.;22586;7.08.02.02;Estaduais;7134
13.444.994/0001-87;2023;1;MLOG S.A.;22586;7.08.02.03;Municipais;278
13.444.994/0001-87;2023;1;MLOG S.A.;22586;7.08.03;Remuneração de Capitais de Terceiros;39454
13.444.994/0001-87;2023;1;MLOG S.A.;22586;7.08.03.01;Juros;38625
13.444.994/0001-87;2023;1;MLOG S.A.;22586;7.08.03.02;Aluguéis;829
13.444.994/0001-87;2023;1;MLOG S.A.;22586;7.08.03.03;Outras;0
13.444.994/0001-87;2023;1;MLOG S.A.;22586;7.08.03.03.01;Despesas Financeiras;0
13.444.994/0001-87;2023;1;MLOG S.A.;22586;7.08.03.03.02;Gerais e Administrativas;0
13.444.994/0001-87;2023;1;MLOG S.A.;22586;7.08.03.03.03;Obrigações Intra-Setoriais;0
13.444.994/0001-87;2023;1;MLOG S.A.;22586;7.08.04;Remuneração de Capitais Próprios;-28977
13.444.994/0001-87;2023;1;MLOG S.A.;22586;7.08.04.01;Juros sobre o Capital Próprio;0
13.444.994/0001-87;2023;1;MLOG S.A.;22586;7.08.04.02;Dividendos;0
13.444.994/0001-87;2023;1;MLOG S.A.;22586;7.08.04.03;Lucros Retidos / Prejuízo do Período;-19013
13.444.994/0001-87;2023;1;MLOG S.A.;22586;7.08.04.04;Part. Não Controladores nos Lucros Retidos;-9964
13.444.994/0001-87;2023;1;MLOG S.A.;22586;7.08.05;Outros;0
13.522.948/0001-59;2023;1;SAFIRA HOLDING S.A.;27138;7.01;Receitas;1090619
13.522.948/0001-59;2023;1;SAFIRA HOLDING S.A.;27138;7.01.01;Vendas de Mercadorias, Produtos e Serviços;0
13.522.948/0001-59;2023;1;SAFIRA HOLDING S.A.;27138;7.01.02;Outras Receitas;1090619
13.522.948/0001-59;2023;1;SAFIRA HOLDING S.A.;27138;7.01.02.01;Comercialização de energia e prestação de serviços;1055041
13.522.948/0001-59;2023;1;SAFIRA HOLDING S.A.;27138;7.01.02.02;Resultado do Valor Justo de Contratos de Energia;24424
13.522.948/0001-59;2023;1;SAFIRA HOLDING S.A.;27138;7.01.02.03;Outras receitas;10890
13.522.948/0001-59;2023;1;SAFIRA HOLDING S.A.;27138;7.01.02.04;Provisão de PECLD;264
13.522.948/0001-59;2023;1;SAFIRA HOLDING S.A.;27138;7.01.03;Receitas refs. à Construção de Ativos Próprios;0
13.522.948/0001-59;2023;1;SAFIRA HOLDING S.A.;27138;7.01.04;Provisão/Reversão de Créds. Liquidação Duvidosa;0
13.522.948/0001-59;2023;1;SAFIRA HOLDING S.A.;27138;7.02;Insumos Adquiridos de Terceiros;-990278
13.522.948/0001-59;2023;1;SAFIRA HOLDING S.A.;27138;7.02.01;Custos Prods., Mercs. e Servs. Vendidos;-988300
13.522.948/0001-59;2023;1;SAFIRA HOLDING S.A.;27138;7.02.02;Materiais, Energia, Servs. de Terceiros e Outros;-1978
13.522.948/0001-59;2023;1;SAFIRA HOLDING S.A.;27138;7.02.03;Perda/Recuperação de Valores Ativos;0
13.522.948/0001-59;2023;1;SAFIRA HOLDING S.A.;27138;7.02.04;Outros;0
13.522.948/0001-59;2023;1;SAFIRA HOLDING S.A.;27138;7.02.04.01;Ganho valor justo - ações;0
13.522.948/0001-59;2023;1;SAFIRA HOLDING S.A.;27138;7.02.04.02;Perdas com investimento em coligadas;0
13.522.948/0001-59;2023;1;SAFIRA HOLDING S.A.;27138;7.03;Valor Adicionado Bruto;100341
13.522.948/0001-59;2023;1;SAFIRA HOLDING S.A.;27138;7.04;Retenções;-1311
13.522.948/0001-59;2023;1;SAFIRA HOLDING S.A.;27138;7.04.01;Depreciação, Amortização e Exaustão;-1311
13.522.948/0001-59;2023;1;SAFIRA HOLDING S.A.;27138;7.04.02;Outras;0
13.522.948/0001-59;2023;1;SAFIRA HOLDING S.A.;27138;7.05;Valor Adicionado Líquido Produzido;99030
13.522.948/0001-59;2023;1;SAFIRA HOLDING S.A.;27138;7.06;Vlr Adicionado Recebido em Transferência;5920
13.522.948/0001-59;2023;1;SAFIRA HOLDING S.A.;27138;7.06.01;Resultado de Equivalência Patrimonial;3687
13.522.948/0001-59;2023;1;SAFIRA HOLDING S.A.;27138;7.06.02;Receitas Financeiras;2233
13.522.948/0001-59;2023;1;SAFIRA HOLDING S.A.;27138;7.06.03;Outros;0
13.522.948/0001-59;2023;1;SAFIRA HOLDING S.A.;27138;7.07;Valor Adicionado Total a Distribuir;104950
13.522.948/0001-59;2023;1;SAFIRA HOLDING S.A.;27138;7.08;Distribuição do Valor Adicionado;104950
13.522.948/0001-59;2023;1;SAFIRA HOLDING S.A.;27138;7.08.01;Pessoal;10230
13.522.948/0001-59;2023;1;SAFIRA HOLDING S.A.;27138;7.08.01.01;Remuneração Direta;6015
13.522.948/0001-59;2023;1;SAFIRA HOLDING S.A.;27138;7.08.01.02;Benefícios;3552
13.522.948/0001-59;2023;1;SAFIRA HOLDING S.A.;27138;7.08.01.03;F.G.T.S.;663
13.522.948/0001-59;2023;1;SAFIRA HOLDING S.A.;27138;7.08.01.04;Outros;0
13.522.948/0001-59;2023;1;SAFIRA HOLDING S.A.;27138;7.08.01.04.01;I.N.S.S;0
13.522.948/0001-59;2023;1;SAFIRA HOLDING S.A.;27138;7.08.02;Impostos, Taxas e Contribuições;55115
13.522.948/0001-59;2023;1;SAFIRA HOLDING S.A.;27138;7.08.02.01;Federais;15469
13.522.948/0001-59;2023;1;SAFIRA HOLDING S.A.;27138;7.08.02.02;Estaduais;39586
13.522.948/0001-59;2023;1;SAFIRA HOLDING S.A.;27138;7.08.02.03;Municipais;60
13.522.948/0001-59;2023;1;SAFIRA HOLDING S.A.;27138;7.08.03;Remuneração de Capitais de Terceiros;2283
13.522.948/0001-59;2023;1;SAFIRA HOLDING S.A.;27138;7.08.03.01;Juros;0
13.522.948/0001-59;2023;1;SAFIRA HOLDING S.A.;27138;7.08.03.02;Aluguéis;0
13.522.948/0001-59;2023;1;SAFIRA HOLDING S.A.;27138;7.08.03.03;Outras;2283
13.522.948/0001-59;2023;1;SAFIRA HOLDING S.A.;27138;7.08.03.03.01;Despesas financeiras;2283
13.522.948/0001-59;2023;1;SAFIRA HOLDING S.A.;27138;7.08.04;Remuneração de Capitais Próprios;37322
13.522.948/0001-59;2023;1;SAFIRA HOLDING S.A.;27138;7.08.04.01;Juros sobre o Capital Próprio;0
13.522.948/0001-59;2023;1;SAFIRA HOLDING S.A.;27138;7.08.04.02;Dividendos;14259
13.522.948/0001-59;2023;1;SAFIRA HOLDING S.A.;27138;7.08.04.03;Lucros Retidos / Prejuízo do Período;21254
13.522.948/0001-59;2023;1;SAFIRA HOLDING S.A.;27138;7.08.04.04;Part. Não Controladores nos Lucros Retidos;1809
13.522.948/0001-59;2023;1;SAFIRA HOLDING S.A.;27138;7.08.05;Outros;0
13.574.594/0001-96;2023;1;ZAMP SA;24317;7.01;Receitas;4238998
13.574.594/0001-96;2023;1;ZAMP SA;24317;7.01.01;Vendas de Mercadorias, Produtos e Serviços;4218021
13.574.594/0001-96;2023;1;ZAMP SA;24317;7.01.02;Outras Receitas;20977
13.574.594/0001-96;2023;1;ZAMP SA;24317;7.01.03;Receitas refs. à Construção de Ativos Próprios;0
13.574.594/0001-96;2023;1;ZAMP SA;24317;7.01.04;Provisão/Reversão de Créds. Liquidação Duvidosa;0
13.574.594/0001-96;2023;1;ZAMP SA;24317;7.02;Insumos Adquiridos de Terceiros;-2374162
13.574.594/0001-96;2023;1;ZAMP SA;24317;7.02.01;Custos Prods., Mercs. e Servs. Vendidos;-1285152
13.574.594/0001-96;2023;1;ZAMP SA;24317;7.02.02;Materiais, Energia, Servs. de Terceiros e Outros;-1050924
13.574.594/0001-96;2023;1;ZAMP SA;24317;7.02.03;Perda/Recuperação de Valores Ativos;-37834
13.574.594/0001-96;2023;1;ZAMP SA;24317;7.02.04;Outros;-252
13.574.594/0001-96;2023;1;ZAMP SA;24317;7.03;Valor Adicionado Bruto;1864836
13.574.594/0001-96;2023;1;ZAMP SA;24317;7.04;Retenções;-440453
13.574.594/0001-96;2023;1;ZAMP SA;24317;7.04.01;Depreciação, Amortização e Exaustão;-440453
13.574.594/0001-96;2023;1;ZAMP SA;24317;7.04.02;Outras;0
13.574.594/0001-96;2023;1;ZAMP SA;24317;7.05;Valor Adicionado Líquido Produzido;1424383
13.574.594/0001-96;2023;1;ZAMP SA;24317;7.06;Vlr Adicionado Recebido em Transferência;58136
13.574.594/0001-96;2023;1;ZAMP SA;24317;7.06.01;Resultado de Equivalência Patrimonial;0
13.574.594/0001-96;2023;1;ZAMP SA;24317;7.06.02;Receitas Financeiras;58136
13.574.594/0001-96;2023;1;ZAMP SA;24317;7.06.03;Outros;0
13.574.594/0001-96;2023;1;ZAMP SA;24317;7.07;Valor Adicionado Total a Distribuir;1482519
13.574.594/0001-96;2023;1;ZAMP SA;24317;7.08;Distribuição do Valor Adicionado;1482519
13.574.594/0001-96;2023;1;ZAMP SA;24317;7.08.01;Pessoal;743727
13.574.594/0001-96;2023;1;ZAMP SA;24317;7.08.01.01;Remuneração Direta;705881
13.574.594/0001-96;2023;1;ZAMP SA;24317;7.08.01.02;Benefícios;0
13.574.594/0001-96;2023;1;ZAMP SA;24317;7.08.01.03;F.G.T.S.;37846
13.574.594/0001-96;2023;1;ZAMP SA;24317;7.08.01.04;Outros;0
13.574.594/0001-96;2023;1;ZAMP SA;24317;7.08.02;Impostos, Taxas e Contribuições;514155
13.574.594/0001-96;2023;1;ZAMP SA;24317;7.08.02.01;Federais;358335
13.574.594/0001-96;2023;1;ZAMP SA;24317;7.08.02.02;Estaduais;135129
13.574.594/0001-96;2023;1;ZAMP SA;24317;7.08.02.03;Municipais;20691
13.574.594/0001-96;2023;1;ZAMP SA;24317;7.08.03;Remuneração de Capitais de Terceiros;322463
13.574.594/0001-96;2023;1;ZAMP SA;24317;7.08.03.01;Juros;233764
13.574.594/0001-96;2023;1;ZAMP SA;24317;7.08.03.02;Aluguéis;88699
13.574.594/0001-96;2023;1;ZAMP SA;24317;7.08.03.03;Outras;0
13.574.594/0001-96;2023;1;ZAMP SA;24317;7.08.04;Remuneração de Capitais Próprios;-97826
13.574.594/0001-96;2023;1;ZAMP SA;24317;7.08.04.01;Juros sobre o Capital Próprio;0
13.574.594/0001-96;2023;1;ZAMP SA;24317;7.08.04.02;Dividendos;0
13.574.594/0001-96;2023;1;ZAMP SA;24317;7.08.04.03;Lucros Retidos / Prejuízo do Período;-97826
13.574.594/0001-96;2023;1;ZAMP SA;24317;7.08.04.04;Part. Não Controladores nos Lucros Retidos;0
13.574.594/0001-96;2023;1;ZAMP SA;24317;7.08.05;Outros;0
13.584.310/0001-42;2023;1;SUGOI S.A.;23957;7.01;Receitas;284310
13.584.310/0001-42;2023;1;SUGOI S.A.;23957;7.01.01;Vendas de Mercadorias, Produtos e Serviços;283214
13.584.310/0001-42;2023;1;SUGOI S.A.;23957;7.01.02;Outras Receitas;1096
13.584.310/0001-42;2023;1;SUGOI S.A.;23957;7.01.03;Receitas refs. à Construção de Ativos Próprios;0
13.584.310/0001-42;2023;1;SUGOI S.A.;23957;7.01.04;Provisão/Reversão de Créds. Liquidação Duvidosa;0
13.584.310/0001-42;2023;1;SUGOI S.A.;23957;7.02;Insumos Adquiridos de Terceiros;-228122
13.584.310/0001-42;2023;1;SUGOI S.A.;23957;7.02.01;Custos Prods., Mercs. e Servs. Vendidos;-200252
13.584.310/0001-42;2023;1;SUGOI S.A.;23957;7.02.02;Materiais, Energia, Servs. de Terceiros e Outros;-27870
13.584.310/0001-42;2023;1;SUGOI S.A.;23957;7.02.03;Perda/Recuperação de Valores Ativos;0
13.584.310/0001-42;2023;1;SUGOI S.A.;23957;7.02.04;Outros;0
13.584.310/0001-42;2023;1;SUGOI S.A.;23957;7.03;Valor Adicionado Bruto;56188
13.584.310/0001-42;2023;1;SUGOI S.A.;23957;7.04;Retenções;-69
13.584.310/0001-42;2023;1;SUGOI S.A.;23957;7.04.01;Depreciação, Amortização e Exaustão;-69
13.584.310/0001-42;2023;1;SUGOI S.A.;23957;7.04.02;Outras;0
13.584.310/0001-42;2023;1;SUGOI S.A.;23957;7.05;Valor Adicionado Líquido Produzido;56119
13.584.310/0001-42;2023;1;SUGOI S.A.;23957;7.06;Vlr Adicionado Recebido em Transferência;1116
13.584.310/0001-42;2023;1;SUGOI S.A.;23957;7.06.01;Resultado de Equivalência Patrimonial;0
13.584.310/0001-42;2023;1;SUGOI S.A.;23957;7.06.02;Receitas Financeiras;1116
13.584.310/0001-42;2023;1;SUGOI S.A.;23957;7.06.03;Outros;0
13.584.310/0001-42;2023;1;SUGOI S.A.;23957;7.07;Valor Adicionado Total a Distribuir;57235
13.584.310/0001-42;2023;1;SUGOI S.A.;23957;7.08;Distribuição do Valor Adicionado;57235
13.584.310/0001-42;2023;1;SUGOI S.A.;23957;7.08.01;Pessoal;15330
13.584.310/0001-42;2023;1;SUGOI S.A.;23957;7.08.01.01;Remuneração Direta;4154
13.584.310/0001-42;2023;1;SUGOI S.A.;23957;7.08.01.02;Benefícios;0
13.584.310/0001-42;2023;1;SUGOI S.A.;23957;7.08.01.03;F.G.T.S.;0
13.584.310/0001-42;2023;1;SUGOI S.A.;23957;7.08.01.04;Outros;11176
13.584.310/0001-42;2023;1;SUGOI S.A.;23957;7.08.01.04.01;Comissões sobre venda;11176
13.584.310/0001-42;2023;1;SUGOI S.A.;23957;7.08.01.04.02;Honorários de diretoria;0
13.584.310/0001-42;2023;1;SUGOI S.A.;23957;7.08.02;Impostos, Taxas e Contribuições;-471
13.584.310/0001-42;2023;1;SUGOI S.A.;23957;7.08.02.01;Federais;-471
13.584.310/0001-42;2023;1;SUGOI S.A.;23957;7.08.02.02;Estaduais;0
13.584.310/0001-42;2023;1;SUGOI S.A.;23957;7.08.02.03;Municipais;0
13.584.310/0001-42;2023;1;SUGOI S.A.;23957;7.08.03;Remuneração de Capitais de Terceiros;19730
13.584.310/0001-42;2023;1;SUGOI S.A.;23957;7.08.03.01;Juros;19062
13.584.310/0001-42;2023;1;SUGOI S.A.;23957;7.08.03.02;Aluguéis;668
13.584.310/0001-42;2023;1;SUGOI S.A.;23957;7.08.03.03;Outras;0
13.584.310/0001-42;2023;1;SUGOI S.A.;23957;7.08.04;Remuneração de Capitais Próprios;22646
13.584.310/0001-42;2023;1;SUGOI S.A.;23957;7.08.04.01;Juros sobre o Capital Próprio;0
13.584.310/0001-42;2023;1;SUGOI S.A.;23957;7.08.04.02;Dividendos;0
13.584.310/0001-42;2023;1;SUGOI S.A.;23957;7.08.04.03;Lucros Retidos / Prejuízo do Período;22049
13.584.310/0001-42;2023;1;SUGOI S.A.;23957;7.08.04.04;Part. Não Controladores nos Lucros Retidos;597
13.584.310/0001-42;2023;1;SUGOI S.A.;23957;7.08.05;Outros;0
13.783.221/0004-78;2023;1;MADERO INDÚSTRIA E COMÉRCIO S.A.;26379;7.01;Receitas;1957581
