CNPJ_CIA,ANO,VERSAO,DENOM_CIA,CD_CVM,ESCALA_MOEDA,CD_CONTA,DS_CONTA,VL_CONTA
10.215.988/0001-60,2009,4,CIA LOCAÇÃO DAS AMÉRICAS,22691,MIL,7.03,Valor Adicionado Bruto,107777
10.215.988/0001-60,2009,4,CIA LOCAÇÃO DAS AMÉRICAS,22691,MIL,7.04,Retenções,-31748
10.215.988/0001-60,2009,4,CIA LOCAÇÃO DAS AMÉRICAS,22691,MIL,7.04.01,"Depreciação, Amortização e Exaustão",-31748
10.215.988/0001-60,2009,4,CIA LOCAÇÃO DAS AMÉRICAS,22691,MIL,7.04.02,Outras,0
10.215.988/0001-60,2009,4,CIA LOCAÇÃO DAS AMÉRICAS,22691,MIL,7.05,Valor Adicionado Líquido Produzido,76029
10.215.988/0001-60,2009,4,CIA LOCAÇÃO DAS AMÉRICAS,22691,MIL,7.06,Vlr Adicionado Recebido em Transferência,1403
10.215.988/0001-60,2009,4,CIA LOCAÇÃO DAS AMÉRICAS,22691,MIL,7.06.01,Resultado de Equivalência Patrimonial,0
10.215.988/0001-60,2009,4,CIA LOCAÇÃO DAS AMÉRICAS,22691,MIL,7.06.02,Receitas Financeiras,1403
10.215.988/0001-60,2009,4,CIA LOCAÇÃO DAS AMÉRICAS,22691,MIL,7.06.03,Outros,0
10.215.988/0001-60,2009,4,CIA LOCAÇÃO DAS AMÉRICAS,22691,MIL,7.07,Valor Adicionado Total a Distribuir,77432
10.215.988/0001-60,2009,4,CIA LOCAÇÃO DAS AMÉRICAS,22691,MIL,7.08,Distribuição do Valor Adicionado,77432
10.215.988/0001-60,2009,4,CIA LOCAÇÃO DAS AMÉRICAS,22691,MIL,7.08.01,Pessoal,22445
10.215.988/0001-60,2009,4,CIA LOCAÇÃO DAS AMÉRICAS,22691,MIL,7.08.01.01,Remuneração Direta,18550
10.215.988/0001-60,2009,4,CIA LOCAÇÃO DAS AMÉRICAS,22691,MIL,7.08.01.02,Benefícios,2669
10.215.988/0001-60,2009,4,CIA LOCAÇÃO DAS AMÉRICAS,22691,MIL,7.08.01.03,F.G.T.S.,1226
10.215.988/0001-60,2009,4,CIA LOCAÇÃO DAS AMÉRICAS,22691,MIL,7.08.01.04,Outros,0
10.215.988/0001-60,2009,4,CIA LOCAÇÃO DAS AMÉRICAS,22691,MIL,7.08.02,"Impostos, Taxas e Contribuições",3736
10.215.988/0001-60,2009,4,CIA LOCAÇÃO DAS AMÉRICAS,22691,MIL,7.08.02.01,Federais,-2895
10.215.988/0001-60,2009,4,CIA LOCAÇÃO DAS AMÉRICAS,22691,MIL,7.08.02.02,Estaduais,6204
10.215.988/0001-60,2009,4,CIA LOCAÇÃO DAS AMÉRICAS,22691,MIL,7.08.02.03,Municipais,427
10.215.988/0001-60,2009,4,CIA LOCAÇÃO DAS AMÉRICAS,22691,MIL,7.08.03,Remuneração de Capitais de Terceiros,59713
10.215.988/0001-60,2009,4,CIA LOCAÇÃO DAS AMÉRICAS,22691,MIL,7.08.03.01,Juros,55171
10.215.988/0001-60,2009,4,CIA LOCAÇÃO DAS AMÉRICAS,22691,MIL,7.08.03.02,Aluguéis,3076
10.215.988/0001-60,2009,4,CIA LOCAÇÃO DAS AMÉRICAS,22691,MIL,7.08.03.03,Outras,1466
10.215.988/0001-60,2009,4,CIA LOCAÇÃO DAS AMÉRICAS,22691,MIL,7.08.04,Remuneração de Capitais Próprios,-8462
10.215.988/0001-60,2009,4,CIA LOCAÇÃO DAS AMÉRICAS,22691,MIL,7.08.04.01,Juros sobre o Capital Próprio,0
10.215.988/0001-60,2009,4,CIA LOCAÇÃO DAS AMÉRICAS,22691,MIL,7.08.04.02,Dividendos,-8462
10.215.988/0001-60,2009,4,CIA LOCAÇÃO DAS AMÉRICAS,22691,MIL,7.08.04.03,Lucros Retidos / Prejuízo do Período,0
10.215.988/0001-60,2009,4,CIA LOCAÇÃO DAS AMÉRICAS,22691,MIL,7.08.04.04,Part. Não Controladores nos Lucros Retidos,0
10.215.988/0001-60,2009,4,CIA LOCAÇÃO DAS AMÉRICAS,22691,MIL,7.08.05,Outros,0
10.324.624/0001-18,2009,1,CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.,22144,UNIDADE,7.01,Receitas,56777
10.324.624/0001-18,2009,1,CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.,22144,UNIDADE,7.01.01,"Vendas de Mercadorias, Produtos e Serviços",32606
10.324.624/0001-18,2009,1,CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.,22144,UNIDADE,7.01.02,Outras Receitas,26809
10.324.624/0001-18,2009,1,CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.,22144,UNIDADE,7.01.02.01,Outras receitas,334
10.324.624/0001-18,2009,1,CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.,22144,UNIDADE,7.01.02.02,Receita da construção,26475
10.324.624/0001-18,2009,1,CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.,22144,UNIDADE,7.01.03,Receitas refs. à Construção de Ativos Próprios,0
10.324.624/0001-18,2009,1,CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.,22144,UNIDADE,7.01.04,Provisão/Reversão de Créds. Liquidação Duvidosa,-2638
10.324.624/0001-18,2009,1,CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.,22144,UNIDADE,7.02,Insumos Adquiridos de Terceiros,-41796
10.324.624/0001-18,2009,1,CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.,22144,UNIDADE,7.02.01,"Custos Prods., Mercs. e Servs. Vendidos",0
10.324.624/0001-18,2009,1,CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.,22144,UNIDADE,7.02.02,"Materiais, Energia, Servs. de Terceiros e Outros",-15928
10.324.624/0001-18,2009,1,CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.,22144,UNIDADE,7.02.03,Perda/Recuperação de Valores Ativos,0
10.324.624/0001-18,2009,1,CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.,22144,UNIDADE,7.02.04,Outros,-25868
10.324.624/0001-18,2009,1,CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.,22144,UNIDADE,7.02.04.01,Custo da construção,-25868
10.324.624/0001-18,2009,1,CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.,22144,UNIDADE,7.03,Valor Adicionado Bruto,14981
10.324.624/0001-18,2009,1,CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.,22144,UNIDADE,7.04,Retenções,-27717
10.324.624/0001-18,2009,1,CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.,22144,UNIDADE,7.04.01,"Depreciação, Amortização e Exaustão",-27717
10.324.624/0001-18,2009,1,CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.,22144,UNIDADE,7.04.02,Outras,0
10.324.624/0001-18,2009,1,CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.,22144,UNIDADE,7.05,Valor Adicionado Líquido Produzido,-12736
10.324.624/0001-18,2009,1,CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.,22144,UNIDADE,7.06,Vlr Adicionado Recebido em Transferência,58028
10.324.624/0001-18,2009,1,CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.,22144,UNIDADE,7.06.01,Resultado de Equivalência Patrimonial,33402
10.324.624/0001-18,2009,1,CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.,22144,UNIDADE,7.06.02,Receitas Financeiras,24626
10.324.624/0001-18,2009,1,CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.,22144,UNIDADE,7.06.03,Outros,0
10.324.624/0001-18,2009,1,CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.,22144,UNIDADE,7.07,Valor Adicionado Total a Distribuir,45292
10.324.624/0001-18,2009,1,CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.,22144,UNIDADE,7.08,Distribuição do Valor Adicionado,45292
10.324.624/0001-18,2009,1,CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.,22144,UNIDADE,7.08.01,Pessoal,8478
10.324.624/0001-18,2009,1,CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.,22144,UNIDADE,7.08.01.01,Remuneração Direta,0
10.324.624/0001-18,2009,1,CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.,22144,UNIDADE,7.08.01.02,Benefícios,0
10.324.624/0001-18,2009,1,CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.,22144,UNIDADE,7.08.01.03,F.G.T.S.,0
10.324.624/0001-18,2009,1,CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.,22144,UNIDADE,7.08.01.04,Outros,0
10.324.624/0001-18,2009,1,CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.,22144,UNIDADE,7.08.02,"Impostos, Taxas e Contribuições",-17455
10.324.624/0001-18,2009,1,CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.,22144,UNIDADE,7.08.02.01,Federais,-18434
10.324.624/0001-18,2009,1,CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.,22144,UNIDADE,7.08.02.02,Estaduais,143
10.324.624/0001-18,2009,1,CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.,22144,UNIDADE,7.08.02.03,Municipais,836
10.324.624/0001-18,2009,1,CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.,22144,UNIDADE,7.08.03,Remuneração de Capitais de Terceiros,50556
10.324.624/0001-18,2009,1,CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.,22144,UNIDADE,7.08.03.01,Juros,0
10.324.624/0001-18,2009,1,CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.,22144,UNIDADE,7.08.03.02,Aluguéis,0
10.324.624/0001-18,2009,1,CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.,22144,UNIDADE,7.08.03.03,Outras,0
10.324.624/0001-18,2009,1,CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.,22144,UNIDADE,7.08.04,Remuneração de Capitais Próprios,3713
10.324.624/0001-18,2009,1,CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.,22144,UNIDADE,7.08.04.01,Juros sobre o Capital Próprio,3713
10.324.624/0001-18,2009,1,CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.,22144,UNIDADE,7.08.04.02,Dividendos,0
10.324.624/0001-18,2009,1,CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.,22144,UNIDADE,7.08.04.03,Lucros Retidos / Prejuízo do Período,0
10.324.624/0001-18,2009,1,CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.,22144,UNIDADE,7.08.04.04,Part. Não Controladores nos Lucros Retidos,0
10.324.624/0001-18,2009,1,CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.,22144,UNIDADE,7.08.05,Outros,0
10.629.105/0001-68,2009,3,PETRO RIO S.A.,22187,MIL,7.01,Receitas,15305
10.629.105/0001-68,2009,3,PETRO RIO S.A.,22187,MIL,7.01.01,"Vendas de Mercadorias, Produtos e Serviços",15305
10.629.105/0001-68,2009,3,PETRO RIO S.A.,22187,MIL,7.01.02,Outras Receitas,0
10.629.105/0001-68,2009,3,PETRO RIO S.A.,22187,MIL,7.01.03,Receitas refs. à Construção de Ativos Próprios,0
10.629.105/0001-68,2009,3,PETRO RIO S.A.,22187,MIL,7.01.04,Provisão/Reversão de Créds. Liquidação Duvidosa,0
10.629.105/0001-68,2009,3,PETRO RIO S.A.,22187,MIL,7.02,Insumos Adquiridos de Terceiros,-23982
10.629.105/0001-68,2009,3,PETRO RIO S.A.,22187,MIL,7.02.01,"Custos Prods., Mercs. e Servs. Vendidos",-1885
10.629.105/0001-68,2009,3,PETRO RIO S.A.,22187,MIL,7.02.02,"Materiais, Energia, Servs. de Terceiros e Outros",-10384
10.629.105/0001-68,2009,3,PETRO RIO S.A.,22187,MIL,7.02.03,Perda/Recuperação de Valores Ativos,0
10.629.105/0001-68,2009,3,PETRO RIO S.A.,22187,MIL,7.02.04,Outros,-11713
10.629.105/0001-68,2009,3,PETRO RIO S.A.,22187,MIL,7.02.04.01,Despesas com Geologia e Geofísica,-11713
10.629.105/0001-68,2009,3,PETRO RIO S.A.,22187,MIL,7.03,Valor Adicionado Bruto,-8677
10.629.105/0001-68,2009,3,PETRO RIO S.A.,22187,MIL,7.04,Retenções,-206
10.629.105/0001-68,2009,3,PETRO RIO S.A.,22187,MIL,7.04.01,"Depreciação, Amortização e Exaustão",-206
10.629.105/0001-68,2009,3,PETRO RIO S.A.,22187,MIL,7.04.02,Outras,0
10.629.105/0001-68,2009,3,PETRO RIO S.A.,22187,MIL,7.05,Valor Adicionado Líquido Produzido,-8883
10.629.105/0001-68,2009,3,PETRO RIO S.A.,22187,MIL,7.06,Vlr Adicionado Recebido em Transferência,3212
10.629.105/0001-68,2009,3,PETRO RIO S.A.,22187,MIL,7.06.01,Resultado de Equivalência Patrimonial,0
10.629.105/0001-68,2009,3,PETRO RIO S.A.,22187,MIL,7.06.02,Receitas Financeiras,5715
10.629.105/0001-68,2009,3,PETRO RIO S.A.,22187,MIL,7.06.03,Outros,-2503
10.629.105/0001-68,2009,3,PETRO RIO S.A.,22187,MIL,7.07,Valor Adicionado Total a Distribuir,-5671
10.629.105/0001-68,2009,3,PETRO RIO S.A.,22187,MIL,7.08,Distribuição do Valor Adicionado,-5671
10.629.105/0001-68,2009,3,PETRO RIO S.A.,22187,MIL,7.08.01,Pessoal,3308
10.629.105/0001-68,2009,3,PETRO RIO S.A.,22187,MIL,7.08.01.01,Remuneração Direta,3308
10.629.105/0001-68,2009,3,PETRO RIO S.A.,22187,MIL,7.08.01.02,Benefícios,0
10.629.105/0001-68,2009,3,PETRO RIO S.A.,22187,MIL,7.08.01.03,F.G.T.S.,0
10.629.105/0001-68,2009,3,PETRO RIO S.A.,22187,MIL,7.08.01.04,Outros,0
10.629.105/0001-68,2009,3,PETRO RIO S.A.,22187,MIL,7.08.02,"Impostos, Taxas e Contribuições",3656
10.629.105/0001-68,2009,3,PETRO RIO S.A.,22187,MIL,7.08.02.01,Federais,0
10.629.105/0001-68,2009,3,PETRO RIO S.A.,22187,MIL,7.08.02.02,Estaduais,0
10.629.105/0001-68,2009,3,PETRO RIO S.A.,22187,MIL,7.08.02.03,Municipais,3656
10.629.105/0001-68,2009,3,PETRO RIO S.A.,22187,MIL,7.08.03,Remuneração de Capitais de Terceiros,0
10.629.105/0001-68,2009,3,PETRO RIO S.A.,22187,MIL,7.08.03.01,Juros,0
10.629.105/0001-68,2009,3,PETRO RIO S.A.,22187,MIL,7.08.03.02,Aluguéis,0
10.629.105/0001-68,2009,3,PETRO RIO S.A.,22187,MIL,7.08.03.03,Outras,0
10.629.105/0001-68,2009,3,PETRO RIO S.A.,22187,MIL,7.08.04,Remuneração de Capitais Próprios,-12635
10.629.105/0001-68,2009,3,PETRO RIO S.A.,22187,MIL,7.08.04.01,Juros sobre o Capital Próprio,0
10.629.105/0001-68,2009,3,PETRO RIO S.A.,22187,MIL,7.08.04.02,Dividendos,0
10.629.105/0001-68,2009,3,PETRO RIO S.A.,22187,MIL,7.08.04.03,Lucros Retidos / Prejuízo do Período,-12635
10.629.105/0001-68,2009,3,PETRO RIO S.A.,22187,MIL,7.08.04.04,Part. Não Controladores nos Lucros Retidos,0
10.629.105/0001-68,2009,3,PETRO RIO S.A.,22187,MIL,7.08.05,Outros,0
10.753.164/0001-43,2009,1,ECO SECURITIZADORA DIREITOS CRED AGRONEGÓCIO S.A.,21741,MIL,7.01,Receitas,1217
10.753.164/0001-43,2009,1,ECO SECURITIZADORA DIREITOS CRED AGRONEGÓCIO S.A.,21741,MIL,7.01.01,"Vendas de Mercadorias, Produtos e Serviços",1217
10.753.164/0001-43,2009,1,ECO SECURITIZADORA DIREITOS CRED AGRONEGÓCIO S.A.,21741,MIL,7.01.02,Outras Receitas,0
10.753.164/0001-43,2009,1,ECO SECURITIZADORA DIREITOS CRED AGRONEGÓCIO S.A.,21741,MIL,7.01.03,Receitas refs. à Construção de Ativos Próprios,0
10.753.164/0001-43,2009,1,ECO SECURITIZADORA DIREITOS CRED AGRONEGÓCIO S.A.,21741,MIL,7.01.04,Provisão/Reversão de Créds. Liquidação Duvidosa,0
10.753.164/0001-43,2009,1,ECO SECURITIZADORA DIREITOS CRED AGRONEGÓCIO S.A.,21741,MIL,7.02,Insumos Adquiridos de Terceiros,-477
10.753.164/0001-43,2009,1,ECO SECURITIZADORA DIREITOS CRED AGRONEGÓCIO S.A.,21741,MIL,7.02.01,"Custos Prods., Mercs. e Servs. Vendidos",0
10.753.164/0001-43,2009,1,ECO SECURITIZADORA DIREITOS CRED AGRONEGÓCIO S.A.,21741,MIL,7.02.02,"Materiais, Energia, Servs. de Terceiros e Outros",-480
10.753.164/0001-43,2009,1,ECO SECURITIZADORA DIREITOS CRED AGRONEGÓCIO S.A.,21741,MIL,7.02.03,Perda/Recuperação de Valores Ativos,0
10.753.164/0001-43,2009,1,ECO SECURITIZADORA DIREITOS CRED AGRONEGÓCIO S.A.,21741,MIL,7.02.04,Outros,3
10.753.164/0001-43,2009,1,ECO SECURITIZADORA DIREITOS CRED AGRONEGÓCIO S.A.,21741,MIL,7.03,Valor Adicionado Bruto,740
10.753.164/0001-43,2009,1,ECO SECURITIZADORA DIREITOS CRED AGRONEGÓCIO S.A.,21741,MIL,7.04,Retenções,0
10.753.164/0001-43,2009,1,ECO SECURITIZADORA DIREITOS CRED AGRONEGÓCIO S.A.,21741,MIL,7.04.01,"Depreciação, Amortização e Exaustão",0
10.753.164/0001-43,2009,1,ECO SECURITIZADORA DIREITOS CRED AGRONEGÓCIO S.A.,21741,MIL,7.04.02,Outras,0
10.753.164/0001-43,2009,1,ECO SECURITIZADORA DIREITOS CRED AGRONEGÓCIO S.A.,21741,MIL,7.05,Valor Adicionado Líquido Produzido,740
10.753.164/0001-43,2009,1,ECO SECURITIZADORA DIREITOS CRED AGRONEGÓCIO S.A.,21741,MIL,7.06,Vlr Adicionado Recebido em Transferência,3
10.753.164/0001-43,2009,1,ECO SECURITIZADORA DIREITOS CRED AGRONEGÓCIO S.A.,21741,MIL,7.06.01,Resultado de Equivalência Patrimonial,0
10.753.164/0001-43,2009,1,ECO SECURITIZADORA DIREITOS CRED AGRONEGÓCIO S.A.,21741,MIL,7.06.02,Receitas Financeiras,3
10.753.164/0001-43,2009,1,ECO SECURITIZADORA DIREITOS CRED AGRONEGÓCIO S.A.,21741,MIL,7.06.03,Outros,0
10.753.164/0001-43,2009,1,ECO SECURITIZADORA DIREITOS CRED AGRONEGÓCIO S.A.,21741,MIL,7.07,Valor Adicionado Total a Distribuir,743
10.753.164/0001-43,2009,1,ECO SECURITIZADORA DIREITOS CRED AGRONEGÓCIO S.A.,21741,MIL,7.08,Distribuição do Valor Adicionado,743
10.753.164/0001-43,2009,1,ECO SECURITIZADORA DIREITOS CRED AGRONEGÓCIO S.A.,21741,MIL,7.08.01,Pessoal,0
10.753.164/0001-43,2009,1,ECO SECURITIZADORA DIREITOS CRED AGRONEGÓCIO S.A.,21741,MIL,7.08.01.01,Remuneração Direta,0
10.753.164/0001-43,2009,1,ECO SECURITIZADORA DIREITOS CRED AGRONEGÓCIO S.A.,21741,MIL,7.08.01.02,Benefícios,0
10.753.164/0001-43,2009,1,ECO SECURITIZADORA DIREITOS CRED AGRONEGÓCIO S.A.,21741,MIL,7.08.01.03,F.G.T.S.,0
10.753.164/0001-43,2009,1,ECO SECURITIZADORA DIREITOS CRED AGRONEGÓCIO S.A.,21741,MIL,7.08.01.04,Outros,0
10.753.164/0001-43,2009,1,ECO SECURITIZADORA DIREITOS CRED AGRONEGÓCIO S.A.,21741,MIL,7.08.02,"Impostos, Taxas e Contribuições",183
10.753.164/0001-43,2009,1,ECO SECURITIZADORA DIREITOS CRED AGRONEGÓCIO S.A.,21741,MIL,7.08.02.01,Federais,183
10.753.164/0001-43,2009,1,ECO SECURITIZADORA DIREITOS CRED AGRONEGÓCIO S.A.,21741,MIL,7.08.02.02,Estaduais,0
10.753.164/0001-43,2009,1,ECO SECURITIZADORA DIREITOS CRED AGRONEGÓCIO S.A.,21741,MIL,7.08.02.03,Municipais,0
10.753.164/0001-43,2009,1,ECO SECURITIZADORA DIREITOS CRED AGRONEGÓCIO S.A.,21741,MIL,7.08.03,Remuneração de Capitais de Terceiros,5
10.753.164/0001-43,2009,1,ECO SECURITIZADORA DIREITOS CRED AGRONEGÓCIO S.A.,21741,MIL,7.08.03.01,Juros,5
10.753.164/0001-43,2009,1,ECO SECURITIZADORA DIREITOS CRED AGRONEGÓCIO S.A.,21741,MIL,7.08.03.02,Aluguéis,0
10.753.164/0001-43,2009,1,ECO SECURITIZADORA DIREITOS CRED AGRONEGÓCIO S.A.,21741,MIL,7.08.03.03,Outras,0
10.753.164/0001-43,2009,1,ECO SECURITIZADORA DIREITOS CRED AGRONEGÓCIO S.A.,21741,MIL,7.08.04,Remuneração de Capitais Próprios,555
10.753.164/0001-43,2009,1,ECO SECURITIZADORA DIREITOS CRED AGRONEGÓCIO S.A.,21741,MIL,7.08.04.01,Juros sobre o Capital Próprio,0
10.753.164/0001-43,2009,1,ECO SECURITIZADORA DIREITOS CRED AGRONEGÓCIO S.A.,21741,MIL,7.08.04.02,Dividendos,139
10.753.164/0001-43,2009,1,ECO SECURITIZADORA DIREITOS CRED AGRONEGÓCIO S.A.,21741,MIL,7.08.04.03,Lucros Retidos / Prejuízo do Período,416
10.753.164/0001-43,2009,1,ECO SECURITIZADORA DIREITOS CRED AGRONEGÓCIO S.A.,21741,MIL,7.08.04.04,Part. Não Controladores nos Lucros Retidos,0
10.753.164/0001-43,2009,1,ECO SECURITIZADORA DIREITOS CRED AGRONEGÓCIO S.A.,21741,MIL,7.08.05,Outros,0
10.846.981/0001-46,2009,2,CENTENNIAL ASSET PARTICIPAÇÕES SUDESTE S/A,21776,MIL,7.01,Receitas,0
10.846.981/0001-46,2009,2,CENTENNIAL ASSET PARTICIPAÇÕES SUDESTE S/A,21776,MIL,7.01.01,"Vendas de Mercadorias, Produtos e Serviços",0
10.846.981/0001-46,2009,2,CENTENNIAL ASSET PARTICIPAÇÕES SUDESTE S/A,21776,MIL,7.01.02,Outras Receitas,0
10.846.981/0001-46,2009,2,CENTENNIAL ASSET PARTICIPAÇÕES SUDESTE S/A,21776,MIL,7.01.03,Receitas refs. à Construção de Ativos Próprios,0
10.846.981/0001-46,2009,2,CENTENNIAL ASSET PARTICIPAÇÕES SUDESTE S/A,21776,MIL,7.01.04,Provisão/Reversão de Créds. Liquidação Duvidosa,0
10.846.981/0001-46,2009,2,CENTENNIAL ASSET PARTICIPAÇÕES SUDESTE S/A,21776,MIL,7.02,Insumos Adquiridos de Terceiros,0
10.846.981/0001-46,2009,2,CENTENNIAL ASSET PARTICIPAÇÕES SUDESTE S/A,21776,MIL,7.02.01,"Custos Prods., Mercs. e Servs. Vendidos",0
10.846.981/0001-46,2009,2,CENTENNIAL ASSET PARTICIPAÇÕES SUDESTE S/A,21776,MIL,7.02.02,"Materiais, Energia, Servs. de Terceiros e Outros",0
10.846.981/0001-46,2009,2,CENTENNIAL ASSET PARTICIPAÇÕES SUDESTE S/A,21776,MIL,7.02.03,Perda/Recuperação de Valores Ativos,0
10.846.981/0001-46,2009,2,CENTENNIAL ASSET PARTICIPAÇÕES SUDESTE S/A,21776,MIL,7.02.04,Outros,0
10.846.981/0001-46,2009,2,CENTENNIAL ASSET PARTICIPAÇÕES SUDESTE S/A,21776,MIL,7.03,Valor Adicionado Bruto,0
10.846.981/0001-46,2009,2,CENTENNIAL ASSET PARTICIPAÇÕES SUDESTE S/A,21776,MIL,7.04,Retenções,0
10.846.981/0001-46,2009,2,CENTENNIAL ASSET PARTICIPAÇÕES SUDESTE S/A,21776,MIL,7.04.01,"Depreciação, Amortização e Exaustão",0
10.846.981/0001-46,2009,2,CENTENNIAL ASSET PARTICIPAÇÕES SUDESTE S/A,21776,MIL,7.04.02,Outras,0
10.846.981/0001-46,2009,2,CENTENNIAL ASSET PARTICIPAÇÕES SUDESTE S/A,21776,MIL,7.05,Valor Adicionado Líquido Produzido,0
10.846.981/0001-46,2009,2,CENTENNIAL ASSET PARTICIPAÇÕES SUDESTE S/A,21776,MIL,7.06,Vlr Adicionado Recebido em Transferência,0
10.846.981/0001-46,2009,2,CENTENNIAL ASSET PARTICIPAÇÕES SUDESTE S/A,21776,MIL,7.06.01,Resultado de Equivalência Patrimonial,0
10.846.981/0001-46,2009,2,CENTENNIAL ASSET PARTICIPAÇÕES SUDESTE S/A,21776,MIL,7.06.02,Receitas Financeiras,0
10.846.981/0001-46,2009,2,CENTENNIAL ASSET PARTICIPAÇÕES SUDESTE S/A,21776,MIL,7.06.03,Outros,0
10.846.981/0001-46,2009,2,CENTENNIAL ASSET PARTICIPAÇÕES SUDESTE S/A,21776,MIL,7.07,Valor Adicionado Total a Distribuir,0
10.846.981/0001-46,2009,2,CENTENNIAL ASSET PARTICIPAÇÕES SUDESTE S/A,21776,MIL,7.08,Distribuição do Valor Adicionado,0
10.846.981/0001-46,2009,2,CENTENNIAL ASSET PARTICIPAÇÕES SUDESTE S/A,21776,MIL,7.08.01,Pessoal,0
10.846.981/0001-46,2009,2,CENTENNIAL ASSET PARTICIPAÇÕES SUDESTE S/A,21776,MIL,7.08.01.01,Remuneração Direta,0
10.846.981/0001-46,2009,2,CENTENNIAL ASSET PARTICIPAÇÕES SUDESTE S/A,21776,MIL,7.08.01.02,Benefícios,0
10.846.981/0001-46,2009,2,CENTENNIAL ASSET PARTICIPAÇÕES SUDESTE S/A,21776,MIL,7.08.01.03,F.G.T.S.,0
10.846.981/0001-46,2009,2,CENTENNIAL ASSET PARTICIPAÇÕES SUDESTE S/A,21776,MIL,7.08.01.04,Outros,0
10.846.981/0001-46,2009,2,CENTENNIAL ASSET PARTICIPAÇÕES SUDESTE S/A,21776,MIL,7.08.02,"Impostos, Taxas e Contribuições",0
10.846.981/0001-46,2009,2,CENTENNIAL ASSET PARTICIPAÇÕES SUDESTE S/A,21776,MIL,7.08.02.01,Federais,0
10.846.981/0001-46,2009,2,CENTENNIAL ASSET PARTICIPAÇÕES SUDESTE S/A,21776,MIL,7.08.02.02,Estaduais,0
10.846.981/0001-46,2009,2,CENTENNIAL ASSET PARTICIPAÇÕES SUDESTE S/A,21776,MIL,7.08.02.03,Municipais,0
10.846.981/0001-46,2009,2,CENTENNIAL ASSET PARTICIPAÇÕES SUDESTE S/A,21776,MIL,7.08.03,Remuneração de Capitais de Terceiros,0
10.846.981/0001-46,2009,2,CENTENNIAL ASSET PARTICIPAÇÕES SUDESTE S/A,21776,MIL,7.08.03.01,Juros,0
10.846.981/0001-46,2009,2,CENTENNIAL ASSET PARTICIPAÇÕES SUDESTE S/A,21776,MIL,7.08.03.02,Aluguéis,0
10.846.981/0001-46,2009,2,CENTENNIAL ASSET PARTICIPAÇÕES SUDESTE S/A,21776,MIL,7.08.03.03,Outras,0
10.846.981/0001-46,2009,2,CENTENNIAL ASSET PARTICIPAÇÕES SUDESTE S/A,21776,MIL,7.08.04,Remuneração de Capitais Próprios,0
10.846.981/0001-46,2009,2,CENTENNIAL ASSET PARTICIPAÇÕES SUDESTE S/A,21776,MIL,7.08.04.01,Juros sobre o Capital Próprio,0
