CNPJ_CIA,DENOM_CIA,CD_CVM,CD_CONTA,DS_CONTA,ANO,VL_CONTA,SETOR_ATIV,MUN,UF
76.627.504/0001-06,INEPAR S.A. INDUSTRIA E CONSTRUCOES EM RECUPERACAO JUDICIAL,7595,2,Valor Adicionado Bruto,2023,-47449,"Máquinas, Equipamentos, Veículos e Peças",CURITIBA,PR
76.627.504/0001-06,INEPAR S.A. INDUSTRIA E CONSTRUCOES EM RECUPERACAO JUDICIAL,7595,3,Valor Adicionado Líquido Produzido,2023,-53467,"Máquinas, Equipamentos, Veículos e Peças",CURITIBA,PR
76.627.504/0001-06,INEPAR S.A. INDUSTRIA E CONSTRUCOES EM RECUPERACAO JUDICIAL,7595,4,Valor Adicionado Total a Distribuir,2023,-47149,"Máquinas, Equipamentos, Veículos e Peças",CURITIBA,PR
76.627.504/0001-06,INEPAR S.A. INDUSTRIA E CONSTRUCOES EM RECUPERACAO JUDICIAL,7595,5,Distribuição do Valor Adicionado,2023,-47149,"Máquinas, Equipamentos, Veículos e Peças",CURITIBA,PR
76.627.504/0001-06,INEPAR S.A. INDUSTRIA E CONSTRUCOES EM RECUPERACAO JUDICIAL,7595,5.1,Pessoal,2023,10156,"Máquinas, Equipamentos, Veículos e Peças",CURITIBA,PR
76.627.504/0001-06,INEPAR S.A. INDUSTRIA E CONSTRUCOES EM RECUPERACAO JUDICIAL,7595,5.2,"Impostos, Taxas e Contribuições",2023,-723368,"Máquinas, Equipamentos, Veículos e Peças",CURITIBA,PR
76.627.504/0001-06,INEPAR S.A. INDUSTRIA E CONSTRUCOES EM RECUPERACAO JUDICIAL,7595,5.3,Remuneração de Capitais de Terceiros,2023,188638,"Máquinas, Equipamentos, Veículos e Peças",CURITIBA,PR
76.627.504/0001-06,INEPAR S.A. INDUSTRIA E CONSTRUCOES EM RECUPERACAO JUDICIAL,7595,5.4,Remuneração de Capitais Próprios,2023,477425,"Máquinas, Equipamentos, Veículos e Peças",CURITIBA,PR
38.456.921/0001-36,INFRACOMMERCE CXAAS S.A.,25747,1,Receitas,2023,1293372,Comércio (Atacado e Varejo),SÃO PAULO,SP
38.456.921/0001-36,INFRACOMMERCE CXAAS S.A.,25747,2,Valor Adicionado Bruto,2023,676105,Comércio (Atacado e Varejo),SÃO PAULO,SP
38.456.921/0001-36,INFRACOMMERCE CXAAS S.A.,25747,3,Valor Adicionado Líquido Produzido,2023,513628,Comércio (Atacado e Varejo),SÃO PAULO,SP
38.456.921/0001-36,INFRACOMMERCE CXAAS S.A.,25747,4,Valor Adicionado Total a Distribuir,2023,575950,Comércio (Atacado e Varejo),SÃO PAULO,SP
38.456.921/0001-36,INFRACOMMERCE CXAAS S.A.,25747,5,Distribuição do Valor Adicionado,2023,575950,Comércio (Atacado e Varejo),SÃO PAULO,SP
38.456.921/0001-36,INFRACOMMERCE CXAAS S.A.,25747,5.1,Pessoal,2023,284199,Comércio (Atacado e Varejo),SÃO PAULO,SP
38.456.921/0001-36,INFRACOMMERCE CXAAS S.A.,25747,5.2,"Impostos, Taxas e Contribuições",2023,227243,Comércio (Atacado e Varejo),SÃO PAULO,SP
38.456.921/0001-36,INFRACOMMERCE CXAAS S.A.,25747,5.3,Remuneração de Capitais de Terceiros,2023,359380,Comércio (Atacado e Varejo),SÃO PAULO,SP
38.456.921/0001-36,INFRACOMMERCE CXAAS S.A.,25747,5.4,Remuneração de Capitais Próprios,2023,-294872,Comércio (Atacado e Varejo),SÃO PAULO,SP
35.822.503/0001-27,INSPIRALI EDUCAÇÃO S.A.,27251,1,Receitas,2023,3152528,Educação,BELO HORIZONTE,MG
35.822.503/0001-27,INSPIRALI EDUCAÇÃO S.A.,27251,2,Valor Adicionado Bruto,2023,2380786,Educação,BELO HORIZONTE,MG
35.822.503/0001-27,INSPIRALI EDUCAÇÃO S.A.,27251,3,Valor Adicionado Líquido Produzido,2023,1944685,Educação,BELO HORIZONTE,MG
35.822.503/0001-27,INSPIRALI EDUCAÇÃO S.A.,27251,4,Valor Adicionado Total a Distribuir,2023,2093427,Educação,BELO HORIZONTE,MG
35.822.503/0001-27,INSPIRALI EDUCAÇÃO S.A.,27251,5,Distribuição do Valor Adicionado,2023,2093427,Educação,BELO HORIZONTE,MG
35.822.503/0001-27,INSPIRALI EDUCAÇÃO S.A.,27251,5.1,Pessoal,2023,1003245,Educação,BELO HORIZONTE,MG
35.822.503/0001-27,INSPIRALI EDUCAÇÃO S.A.,27251,5.2,"Impostos, Taxas e Contribuições",2023,324803,Educação,BELO HORIZONTE,MG
35.822.503/0001-27,INSPIRALI EDUCAÇÃO S.A.,27251,5.3,Remuneração de Capitais de Terceiros,2023,544944,Educação,BELO HORIZONTE,MG
35.822.503/0001-27,INSPIRALI EDUCAÇÃO S.A.,27251,5.4,Remuneração de Capitais Próprios,2023,220435,Educação,BELO HORIZONTE,MG
82.901.000/0001-27,INTELBRAS S.A. IND. DE TELECOMUNICAÇÃO ELETRÔNICA BRASILEIRA,25453,1,Receitas,2023,4917270,Comércio (Atacado e Varejo),SÃO JOSÉ,SC
82.901.000/0001-27,INTELBRAS S.A. IND. DE TELECOMUNICAÇÃO ELETRÔNICA BRASILEIRA,25453,2,Valor Adicionado Bruto,2023,1685391,Comércio (Atacado e Varejo),SÃO JOSÉ,SC
82.901.000/0001-27,INTELBRAS S.A. IND. DE TELECOMUNICAÇÃO ELETRÔNICA BRASILEIRA,25453,3,Valor Adicionado Líquido Produzido,2023,1606151,Comércio (Atacado e Varejo),SÃO JOSÉ,SC
82.901.000/0001-27,INTELBRAS S.A. IND. DE TELECOMUNICAÇÃO ELETRÔNICA BRASILEIRA,25453,4,Valor Adicionado Total a Distribuir,2023,1978323,Comércio (Atacado e Varejo),SÃO JOSÉ,SC
82.901.000/0001-27,INTELBRAS S.A. IND. DE TELECOMUNICAÇÃO ELETRÔNICA BRASILEIRA,25453,5,Distribuição do Valor Adicionado,2023,1978323,Comércio (Atacado e Varejo),SÃO JOSÉ,SC
82.901.000/0001-27,INTELBRAS S.A. IND. DE TELECOMUNICAÇÃO ELETRÔNICA BRASILEIRA,25453,5.1,Pessoal,2023,505708,Comércio (Atacado e Varejo),SÃO JOSÉ,SC
82.901.000/0001-27,INTELBRAS S.A. IND. DE TELECOMUNICAÇÃO ELETRÔNICA BRASILEIRA,25453,5.2,"Impostos, Taxas e Contribuições",2023,545837,Comércio (Atacado e Varejo),SÃO JOSÉ,SC
82.901.000/0001-27,INTELBRAS S.A. IND. DE TELECOMUNICAÇÃO ELETRÔNICA BRASILEIRA,25453,5.3,Remuneração de Capitais de Terceiros,2023,381220,Comércio (Atacado e Varejo),SÃO JOSÉ,SC
82.901.000/0001-27,INTELBRAS S.A. IND. DE TELECOMUNICAÇÃO ELETRÔNICA BRASILEIRA,25453,5.4,Remuneração de Capitais Próprios,2023,545558,Comércio (Atacado e Varejo),SÃO JOSÉ,SC
42.737.954/0001-21,"INTER & CO, INC.",80217,1,Receitas,2023,3210993,Bancos,NA,NA
42.737.954/0001-21,"INTER & CO, INC.",80217,2,Valor Adicionado Bruto,2023,1787904,Bancos,NA,NA
42.737.954/0001-21,"INTER & CO, INC.",80217,3,Valor Adicionado Líquido Produzido,2023,1627464,Bancos,NA,NA
42.737.954/0001-21,"INTER & CO, INC.",80217,4,Valor Adicionado Total a Distribuir,2023,1595424,Bancos,NA,NA
42.737.954/0001-21,"INTER & CO, INC.",80217,5,Distribuição do Valor Adicionado,2023,1595424,Bancos,NA,NA
42.737.954/0001-21,"INTER & CO, INC.",80217,5.1,Pessoal,2023,700889,Bancos,NA,NA
42.737.954/0001-21,"INTER & CO, INC.",80217,5.2,"Impostos, Taxas e Contribuições",2023,495491,Bancos,NA,NA
42.737.954/0001-21,"INTER & CO, INC.",80217,5.3,Remuneração de Capitais de Terceiros,2023,46784,Bancos,NA,NA
42.737.954/0001-21,"INTER & CO, INC.",80217,5.4,Remuneração de Capitais Próprios,2023,352260,Bancos,NA,NA
62.258.884/0001-36,INTERCEMENT BRASIL S.A.,25992,1,Receitas,2023,4684601,"Construção Civil, Mat. Constr. e Decoração",SÃO PAULO,SP
62.258.884/0001-36,INTERCEMENT BRASIL S.A.,25992,2,Valor Adicionado Bruto,2023,1644807,"Construção Civil, Mat. Constr. e Decoração",SÃO PAULO,SP
62.258.884/0001-36,INTERCEMENT BRASIL S.A.,25992,3,Valor Adicionado Líquido Produzido,2023,1270660,"Construção Civil, Mat. Constr. e Decoração",SÃO PAULO,SP
62.258.884/0001-36,INTERCEMENT BRASIL S.A.,25992,4,Valor Adicionado Total a Distribuir,2023,1400781,"Construção Civil, Mat. Constr. e Decoração",SÃO PAULO,SP
62.258.884/0001-36,INTERCEMENT BRASIL S.A.,25992,5,Distribuição do Valor Adicionado,2023,1400781,"Construção Civil, Mat. Constr. e Decoração",SÃO PAULO,SP
62.258.884/0001-36,INTERCEMENT BRASIL S.A.,25992,5.1,Pessoal,2023,356761,"Construção Civil, Mat. Constr. e Decoração",SÃO PAULO,SP
62.258.884/0001-36,INTERCEMENT BRASIL S.A.,25992,5.2,"Impostos, Taxas e Contribuições",2023,753854,"Construção Civil, Mat. Constr. e Decoração",SÃO PAULO,SP
62.258.884/0001-36,INTERCEMENT BRASIL S.A.,25992,5.3,Remuneração de Capitais de Terceiros,2023,685960,"Construção Civil, Mat. Constr. e Decoração",SÃO PAULO,SP
62.258.884/0001-36,INTERCEMENT BRASIL S.A.,25992,5.4,Remuneração de Capitais Próprios,2023,-395794,"Construção Civil, Mat. Constr. e Decoração",SÃO PAULO,SP
17.314.329/0001-20,INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.,23574,1,Receitas,2023,2499002,Alimentos,SÃO PAULO,SP
17.314.329/0001-20,INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.,23574,2,Valor Adicionado Bruto,2023,1035326,Alimentos,SÃO PAULO,SP
17.314.329/0001-20,INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.,23574,3,Valor Adicionado Líquido Produzido,2023,807260,Alimentos,SÃO PAULO,SP
17.314.329/0001-20,INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.,23574,4,Valor Adicionado Total a Distribuir,2023,864056,Alimentos,SÃO PAULO,SP
17.314.329/0001-20,INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.,23574,5,Distribuição do Valor Adicionado,2023,864056,Alimentos,SÃO PAULO,SP
17.314.329/0001-20,INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.,23574,5.1,Pessoal,2023,636093,Alimentos,SÃO PAULO,SP
17.314.329/0001-20,INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.,23574,5.2,"Impostos, Taxas e Contribuições",2023,76359,Alimentos,SÃO PAULO,SP
17.314.329/0001-20,INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.,23574,5.3,Remuneração de Capitais de Terceiros,2023,236907,Alimentos,SÃO PAULO,SP
17.314.329/0001-20,INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.,23574,5.4,Remuneração de Capitais Próprios,2023,-85303,Alimentos,SÃO PAULO,SP
05.347.060/0001-07,INTERPLAYERS SOLUÇÕES INTEGRADAS S.A.,26387,1,Receitas,2023,252250,Farmacêutico e Higiene,SÃO PAULO,SP
05.347.060/0001-07,INTERPLAYERS SOLUÇÕES INTEGRADAS S.A.,26387,2,Valor Adicionado Bruto,2023,191734,Farmacêutico e Higiene,SÃO PAULO,SP
05.347.060/0001-07,INTERPLAYERS SOLUÇÕES INTEGRADAS S.A.,26387,3,Valor Adicionado Líquido Produzido,2023,171206,Farmacêutico e Higiene,SÃO PAULO,SP
05.347.060/0001-07,INTERPLAYERS SOLUÇÕES INTEGRADAS S.A.,26387,4,Valor Adicionado Total a Distribuir,2023,173964,Farmacêutico e Higiene,SÃO PAULO,SP
05.347.060/0001-07,INTERPLAYERS SOLUÇÕES INTEGRADAS S.A.,26387,5,Distribuição do Valor Adicionado,2023,173964,Farmacêutico e Higiene,SÃO PAULO,SP
05.347.060/0001-07,INTERPLAYERS SOLUÇÕES INTEGRADAS S.A.,26387,5.1,Pessoal,2023,129357,Farmacêutico e Higiene,SÃO PAULO,SP
05.347.060/0001-07,INTERPLAYERS SOLUÇÕES INTEGRADAS S.A.,26387,5.2,"Impostos, Taxas e Contribuições",2023,15139,Farmacêutico e Higiene,SÃO PAULO,SP
05.347.060/0001-07,INTERPLAYERS SOLUÇÕES INTEGRADAS S.A.,26387,5.3,Remuneração de Capitais de Terceiros,2023,8005,Farmacêutico e Higiene,SÃO PAULO,SP
05.347.060/0001-07,INTERPLAYERS SOLUÇÕES INTEGRADAS S.A.,26387,5.4,Remuneração de Capitais Próprios,2023,21463,Farmacêutico e Higiene,SÃO PAULO,SP
03.758.318/0001-24,INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR,18775,1,Receitas,2023,3453843,Serviços Transporte e Logística,RIO DE JANEIRO,RJ
03.758.318/0001-24,INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR,18775,2,Valor Adicionado Bruto,2023,2663121,Serviços Transporte e Logística,RIO DE JANEIRO,RJ
03.758.318/0001-24,INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR,18775,3,Valor Adicionado Líquido Produzido,2023,1628812,Serviços Transporte e Logística,RIO DE JANEIRO,RJ
03.758.318/0001-24,INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR,18775,4,Valor Adicionado Total a Distribuir,2023,2056068,Serviços Transporte e Logística,RIO DE JANEIRO,RJ
03.758.318/0001-24,INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR,18775,5,Distribuição do Valor Adicionado,2023,2056068,Serviços Transporte e Logística,RIO DE JANEIRO,RJ
03.758.318/0001-24,INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR,18775,5.1,Pessoal,2023,126639,Serviços Transporte e Logística,RIO DE JANEIRO,RJ
03.758.318/0001-24,INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR,18775,5.2,"Impostos, Taxas e Contribuições",2023,370146,Serviços Transporte e Logística,RIO DE JANEIRO,RJ
03.758.318/0001-24,INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR,18775,5.3,Remuneração de Capitais de Terceiros,2023,1836348,Serviços Transporte e Logística,RIO DE JANEIRO,RJ
03.758.318/0001-24,INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR,18775,5.4,Remuneração de Capitais Próprios,2023,-277065,Serviços Transporte e Logística,RIO DE JANEIRO,RJ
61.156.113/0001-75,IOCHPE MAXION S.A.,11932,1,Receitas,2023,16113406,"Máquinas, Equipamentos, Veículos e Peças",CRUZEIRO,SP
61.156.113/0001-75,IOCHPE MAXION S.A.,11932,2,Valor Adicionado Bruto,2023,4893088,"Máquinas, Equipamentos, Veículos e Peças",CRUZEIRO,SP
61.156.113/0001-75,IOCHPE MAXION S.A.,11932,3,Valor Adicionado Líquido Produzido,2023,4422801,"Máquinas, Equipamentos, Veículos e Peças",CRUZEIRO,SP
61.156.113/0001-75,IOCHPE MAXION S.A.,11932,4,Valor Adicionado Total a Distribuir,2023,4621657,"Máquinas, Equipamentos, Veículos e Peças",CRUZEIRO,SP
61.156.113/0001-75,IOCHPE MAXION S.A.,11932,5,Distribuição do Valor Adicionado,2023,4621657,"Máquinas, Equipamentos, Veículos e Peças",CRUZEIRO,SP
61.156.113/0001-75,IOCHPE MAXION S.A.,11932,5.1,Pessoal,2023,2734545,"Máquinas, Equipamentos, Veículos e Peças",CRUZEIRO,SP
61.156.113/0001-75,IOCHPE MAXION S.A.,11932,5.2,"Impostos, Taxas e Contribuições",2023,1044277,"Máquinas, Equipamentos, Veículos e Peças",CRUZEIRO,SP
61.156.113/0001-75,IOCHPE MAXION S.A.,11932,5.3,Remuneração de Capitais de Terceiros,2023,736944,"Máquinas, Equipamentos, Veículos e Peças",CRUZEIRO,SP
61.156.113/0001-75,IOCHPE MAXION S.A.,11932,5.4,Remuneração de Capitais Próprios,2023,105891,"Máquinas, Equipamentos, Veículos e Peças",CRUZEIRO,SP
92.791.243/0001-03,IRANI PAPEL E EMBALAGEM S.A.,2429,1,Receitas,2023,2229652,Embalagens,PORTO ALEGRE,RS
92.791.243/0001-03,IRANI PAPEL E EMBALAGEM S.A.,2429,2,Valor Adicionado Bruto,2023,1139759,Embalagens,PORTO ALEGRE,RS
92.791.243/0001-03,IRANI PAPEL E EMBALAGEM S.A.,2429,3,Valor Adicionado Líquido Produzido,2023,1098773,Embalagens,PORTO ALEGRE,RS
92.791.243/0001-03,IRANI PAPEL E EMBALAGEM S.A.,2429,4,Valor Adicionado Total a Distribuir,2023,1291886,Embalagens,PORTO ALEGRE,RS
92.791.243/0001-03,IRANI PAPEL E EMBALAGEM S.A.,2429,5,Distribuição do Valor Adicionado,2023,1291886,Embalagens,PORTO ALEGRE,RS
92.791.243/0001-03,IRANI PAPEL E EMBALAGEM S.A.,2429,5.1,Pessoal,2023,262019,Embalagens,PORTO ALEGRE,RS
92.791.243/0001-03,IRANI PAPEL E EMBALAGEM S.A.,2429,5.2,"Impostos, Taxas e Contribuições",2023,372444,Embalagens,PORTO ALEGRE,RS
92.791.243/0001-03,IRANI PAPEL E EMBALAGEM S.A.,2429,5.3,Remuneração de Capitais de Terceiros,2023,247231,Embalagens,PORTO ALEGRE,RS
92.791.243/0001-03,IRANI PAPEL E EMBALAGEM S.A.,2429,5.4,Remuneração de Capitais Próprios,2023,393724,Embalagens,PORTO ALEGRE,RS
33.376.989/0001-91,IRB - BRASIL RESSEGUROS S.A.,24180,1,Receitas,2023,5794710,Seguradoras e Corretoras,RIO DE JANEIRO,RJ
33.376.989/0001-91,IRB - BRASIL RESSEGUROS S.A.,24180,2,Valor Adicionado Bruto,2023,-80096,Seguradoras e Corretoras,RIO DE JANEIRO,RJ
33.376.989/0001-91,IRB - BRASIL RESSEGUROS S.A.,24180,3,Valor Adicionado Líquido Produzido,2023,-137900,Seguradoras e Corretoras,RIO DE JANEIRO,RJ
33.376.989/0001-91,IRB - BRASIL RESSEGUROS S.A.,24180,4,Valor Adicionado Total a Distribuir,2023,-20323,Seguradoras e Corretoras,RIO DE JANEIRO,RJ
33.376.989/0001-91,IRB - BRASIL RESSEGUROS S.A.,24180,5,Distribuição do Valor Adicionado,2023,-20323,Seguradoras e Corretoras,RIO DE JANEIRO,RJ
33.376.989/0001-91,IRB - BRASIL RESSEGUROS S.A.,24180,5.1,Pessoal,2023,214977,Seguradoras e Corretoras,RIO DE JANEIRO,RJ
33.376.989/0001-91,IRB - BRASIL RESSEGUROS S.A.,24180,5.2,"Impostos, Taxas e Contribuições",2023,-111447,Seguradoras e Corretoras,RIO DE JANEIRO,RJ
33.376.989/0001-91,IRB - BRASIL RESSEGUROS S.A.,24180,5.3,Remuneração de Capitais de Terceiros,2023,0,Seguradoras e Corretoras,RIO DE JANEIRO,RJ
33.376.989/0001-91,IRB - BRASIL RESSEGUROS S.A.,24180,5.4,Remuneração de Capitais Próprios,2023,-123853,Seguradoras e Corretoras,RIO DE JANEIRO,RJ
60.872.504/0001-23,ITAU UNIBANCO HOLDING S.A.,19348,1,Receitas,2023,287768000,Bancos,SÃO PAULO,SP
60.872.504/0001-23,ITAU UNIBANCO HOLDING S.A.,19348,2,Valor Adicionado Bruto,2023,93563000,Bancos,SÃO PAULO,SP
60.872.504/0001-23,ITAU UNIBANCO HOLDING S.A.,19348,3,Valor Adicionado Líquido Produzido,2023,87034000,Bancos,SÃO PAULO,SP
60.872.504/0001-23,ITAU UNIBANCO HOLDING S.A.,19348,4,Valor Adicionado Total a Distribuir,2023,87954000,Bancos,SÃO PAULO,SP
60.872.504/0001-23,ITAU UNIBANCO HOLDING S.A.,19348,5,Distribuição do Valor Adicionado,2023,87954000,Bancos,SÃO PAULO,SP
60.872.504/0001-23,ITAU UNIBANCO HOLDING S.A.,19348,5.1,Pessoal,2023,28899000,Bancos,SÃO PAULO,SP
60.872.504/0001-23,ITAU UNIBANCO HOLDING S.A.,19348,5.2,"Impostos, Taxas e Contribuições",2023,24303000,Bancos,SÃO PAULO,SP
60.872.504/0001-23,ITAU UNIBANCO HOLDING S.A.,19348,5.3,Remuneração de Capitais de Terceiros,2023,875000,Bancos,SÃO PAULO,SP
60.872.504/0001-23,ITAU UNIBANCO HOLDING S.A.,19348,5.4,Remuneração de Capitais Próprios,2023,33877000,Bancos,SÃO PAULO,SP
61.532.644/0001-15,ITAÚSA S.A.,7617,1,Receitas,2023,9214000,Intermediação Financeira,SÃO PAULO,SP
61.532.644/0001-15,ITAÚSA S.A.,7617,2,Valor Adicionado Bruto,2023,3173000,Intermediação Financeira,SÃO PAULO,SP
61.532.644/0001-15,ITAÚSA S.A.,7617,3,Valor Adicionado Líquido Produzido,2023,1997000,Intermediação Financeira,SÃO PAULO,SP
61.532.644/0001-15,ITAÚSA S.A.,7617,4,Valor Adicionado Total a Distribuir,2023,18321000,Intermediação Financeira,SÃO PAULO,SP
61.532.644/0001-15,ITAÚSA S.A.,7617,5,Distribuição do Valor Adicionado,2023,18321000,Intermediação Financeira,SÃO PAULO,SP
61.532.644/0001-15,ITAÚSA S.A.,7617,5.1,Pessoal,2023,1248000,Intermediação Financeira,SÃO PAULO,SP
61.532.644/0001-15,ITAÚSA S.A.,7617,5.2,"Impostos, Taxas e Contribuições",2023,1031000,Intermediação Financeira,SÃO PAULO,SP
61.532.644/0001-15,ITAÚSA S.A.,7617,5.3,Remuneração de Capitais de Terceiros,2023,2064000,Intermediação Financeira,SÃO PAULO,SP
61.532.644/0001-15,ITAÚSA S.A.,7617,5.4,Remuneração de Capitais Próprios,2023,13978000,Intermediação Financeira,SÃO PAULO,SP
14.998.371/0001-19,J. MACEDO S.A.,21156,1,Receitas,2023,3533382,Alimentos,FORTALEZA,CE
14.998.371/0001-19,J. MACEDO S.A.,21156,2,Valor Adicionado Bruto,2023,1153774,Alimentos,FORTALEZA,CE
14.998.371/0001-19,J. MACEDO S.A.,21156,3,Valor Adicionado Líquido Produzido,2023,1093837,Alimentos,FORTALEZA,CE
14.998.371/0001-19,J. MACEDO S.A.,21156,4,Valor Adicionado Total a Distribuir,2023,1142120,Alimentos,FORTALEZA,CE
14.998.371/0001-19,J. MACEDO S.A.,21156,5,Distribuição do Valor Adicionado,2023,1142120,Alimentos,FORTALEZA,CE
14.998.371/0001-19,J. MACEDO S.A.,21156,5.1,Pessoal,2023,259488,Alimentos,FORTALEZA,CE
14.998.371/0001-19,J. MACEDO S.A.,21156,5.2,"Impostos, Taxas e Contribuições",2023,358569,Alimentos,FORTALEZA,CE
14.998.371/0001-19,J. MACEDO S.A.,21156,5.3,Remuneração de Capitais de Terceiros,2023,100495,Alimentos,FORTALEZA,CE
14.998.371/0001-19,J. MACEDO S.A.,21156,5.4,Remuneração de Capitais Próprios,2023,77788,Alimentos,FORTALEZA,CE
02.635.522/0001-95,JALLES MACHADO S.A.,25496,1,Receitas,2023,2114291,"Agricultura (Açúcar, Álcool e Cana)",GOIANÉSIA,GO
02.635.522/0001-95,JALLES MACHADO S.A.,25496,2,Valor Adicionado Bruto,2023,1983434,"Agricultura (Açúcar, Álcool e Cana)",GOIANÉSIA,GO
02.635.522/0001-95,JALLES MACHADO S.A.,25496,3,Valor Adicionado Líquido Produzido,2023,1408472,"Agricultura (Açúcar, Álcool e Cana)",GOIANÉSIA,GO
02.635.522/0001-95,JALLES MACHADO S.A.,25496,4,Valor Adicionado Total a Distribuir,2023,2229206,"Agricultura (Açúcar, Álcool e Cana)",GOIANÉSIA,GO
02.635.522/0001-95,JALLES MACHADO S.A.,25496,5,Distribuição do Valor Adicionado,2023,2229206,"Agricultura (Açúcar, Álcool e Cana)",GOIANÉSIA,GO
02.635.522/0001-95,JALLES MACHADO S.A.,25496,5.1,Pessoal,2023,154500,"Agricultura (Açúcar, Álcool e Cana)",GOIANÉSIA,GO
02.635.522/0001-95,JALLES MACHADO S.A.,25496,5.2,"Impostos, Taxas e Contribuições",2023,313179,"Agricultura (Açúcar, Álcool e Cana)",GOIANÉSIA,GO
02.635.522/0001-95,JALLES MACHADO S.A.,25496,5.3,Remuneração de Capitais de Terceiros,2023,1069198,"Agricultura (Açúcar, Álcool e Cana)",GOIANÉSIA,GO
02.635.522/0001-95,JALLES MACHADO S.A.,25496,5.4,Remuneração de Capitais Próprios,2023,692329,"Agricultura (Açúcar, Álcool e Cana)",GOIANÉSIA,GO
02.916.265/0001-60,JBS S.A.,20575,1,Receitas,2023,367967200,Alimentos,SÃO PAULO,SP
02.916.265/0001-60,JBS S.A.,20575,2,Valor Adicionado Bruto,2023,66807208,Alimentos,SÃO PAULO,SP
02.916.265/0001-60,JBS S.A.,20575,3,Valor Adicionado Líquido Produzido,2023,56082769,Alimentos,SÃO PAULO,SP
02.916.265/0001-60,JBS S.A.,20575,4,Valor Adicionado Total a Distribuir,2023,59008766,Alimentos,SÃO PAULO,SP
02.916.265/0001-60,JBS S.A.,20575,5,Distribuição do Valor Adicionado,2023,59008766,Alimentos,SÃO PAULO,SP
02.916.265/0001-60,JBS S.A.,20575,5.1,Pessoal,2023,45240213,Alimentos,SÃO PAULO,SP
02.916.265/0001-60,JBS S.A.,20575,5.2,"Impostos, Taxas e Contribuições",2023,2794668,Alimentos,SÃO PAULO,SP
02.916.265/0001-60,JBS S.A.,20575,5.3,Remuneração de Capitais de Terceiros,2023,11703030,Alimentos,SÃO PAULO,SP
02.916.265/0001-60,JBS S.A.,20575,5.4,Remuneração de Capitais Próprios,2023,-729145,Alimentos,SÃO PAULO,SP
08.294.224/0001-65,JHSF PARTICIPACOES S.A.,20605,1,Receitas,2023,2102222,"Construção Civil, Mat. Constr. e Decoração",SÃO PAULO,SP
08.294.224/0001-65,JHSF PARTICIPACOES S.A.,20605,2,Valor Adicionado Bruto,2023,1219377,"Construção Civil, Mat. Constr. e Decoração",SÃO PAULO,SP
08.294.224/0001-65,JHSF PARTICIPACOES S.A.,20605,3,Valor Adicionado Líquido Produzido,2023,1167013,"Construção Civil, Mat. Constr. e Decoração",SÃO PAULO,SP
08.294.224/0001-65,JHSF PARTICIPACOES S.A.,20605,4,Valor Adicionado Total a Distribuir,2023,1451806,"Construção Civil, Mat. Constr. e Decoração",SÃO PAULO,SP
08.294.224/0001-65,JHSF PARTICIPACOES S.A.,20605,5,Distribuição do Valor Adicionado,2023,1451806,"Construção Civil, Mat. Constr. e Decoração",SÃO PAULO,SP
08.294.224/0001-65,JHSF PARTICIPACOES S.A.,20605,5.1,Pessoal,2023,277782,"Construção Civil, Mat. Constr. e Decoração",SÃO PAULO,SP
08.294.224/0001-65,JHSF PARTICIPACOES S.A.,20605,5.2,"Impostos, Taxas e Contribuições",2023,319296,"Construção Civil, Mat. Constr. e Decoração",SÃO PAULO,SP
08.294.224/0001-65,JHSF PARTICIPACOES S.A.,20605,5.3,Remuneração de Capitais de Terceiros,2023,356863,"Construção Civil, Mat. Constr. e Decoração",SÃO PAULO,SP
08.294.224/0001-65,JHSF PARTICIPACOES S.A.,20605,5.4,Remuneração de Capitais Próprios,2023,497865,"Construção Civil, Mat. Constr. e Decoração",SÃO PAULO,SP
33.035.536/0001-00,JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL,7811,1,Receitas,2023,99895,"Construção Civil, Mat. Constr. e Decoração",RIO DE JANEIRO,RJ
33.035.536/0001-00,JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL,7811,2,Valor Adicionado Bruto,2023,-61543,"Construção Civil, Mat. Constr. e Decoração",RIO DE JANEIRO,RJ
