CNPJ_CIA,DENOM_CIA,CD_CVM,CD_CONTA,DS_CONTA,ANO,SETOR_ATIV,MUN,UF,VL_CONTA,VL_INPC,VL_IGPM,VL_IGPDI,VL_IPCA,VL_INDICE_MEDIO
09.191.251/0001-75,MONTICIANO PARTICIPAÇÕES S/A,21261,2,Valor Adicionado Bruto,2009,,,,20426,,,,,
09.191.251/0001-75,MONTICIANO PARTICIPAÇÕES S/A,21261,3,Valor Adicionado Líquido Produzido,2009,,,,5433,,,,,
09.191.251/0001-75,MONTICIANO PARTICIPAÇÕES S/A,21261,4,Valor Adicionado Total a Distribuir,2009,,,,9501,,,,,
09.191.251/0001-75,MONTICIANO PARTICIPAÇÕES S/A,21261,5,Distribuição do Valor Adicionado,2009,,,,9501,,,,,
09.191.251/0001-75,MONTICIANO PARTICIPAÇÕES S/A,21261,5.1,Pessoal,2009,,,,34579,,,,,
09.191.251/0001-75,MONTICIANO PARTICIPAÇÕES S/A,21261,5.2,"Impostos, Taxas e Contribuições",2009,,,,20495,,,,,
09.191.251/0001-75,MONTICIANO PARTICIPAÇÕES S/A,21261,5.3,Remuneração de Capitais de Terceiros,2009,,,,15367,,,,,
09.191.251/0001-75,MONTICIANO PARTICIPAÇÕES S/A,21261,5.4,Remuneração de Capitais Próprios,2009,,,,-60940,,,,,
09.191.251/0001-75,MONTICIANO PARTICIPAÇÕES S/A,21261,5.5,Outros,2009,,,,0,,,,,
09.295.063/0001-97,TECHNOS S.A.,22519,1,Receitas,2009,,,,-204642,,,,,
09.295.063/0001-97,TECHNOS S.A.,22519,2,Valor Adicionado Bruto,2009,,,,-125387,,,,,
09.295.063/0001-97,TECHNOS S.A.,22519,3,Valor Adicionado Líquido Produzido,2009,,,,-123592,,,,,
09.295.063/0001-97,TECHNOS S.A.,22519,4,Valor Adicionado Total a Distribuir,2009,,,,-138666,,,,,
09.295.063/0001-97,TECHNOS S.A.,22519,5,Distribuição do Valor Adicionado,2009,,,,-138666,,,,,
09.295.063/0001-97,TECHNOS S.A.,22519,5.1,Pessoal,2009,,,,-43146,,,,,
09.295.063/0001-97,TECHNOS S.A.,22519,5.2,"Impostos, Taxas e Contribuições",2009,,,,-43406,,,,,
09.295.063/0001-97,TECHNOS S.A.,22519,5.3,Remuneração de Capitais de Terceiros,2009,,,,-12736,,,,,
09.295.063/0001-97,TECHNOS S.A.,22519,5.4,Remuneração de Capitais Próprios,2009,,,,-39378,,,,,
09.295.063/0001-97,TECHNOS S.A.,22519,5.5,Outros,2009,,,,0,,,,,
09.346.601/0001-25,"B3 S.A. - BRASIL, BOLSA, BALCÃO",21610,1,Receitas,2009,,,,1672894,,,,,
09.346.601/0001-25,"B3 S.A. - BRASIL, BOLSA, BALCÃO",21610,2,Valor Adicionado Bruto,2009,,,,1445871,,,,,
09.346.601/0001-25,"B3 S.A. - BRASIL, BOLSA, BALCÃO",21610,3,Valor Adicionado Líquido Produzido,2009,,,,1403475,,,,,
09.346.601/0001-25,"B3 S.A. - BRASIL, BOLSA, BALCÃO",21610,4,Valor Adicionado Total a Distribuir,2009,,,,1693161,,,,,
09.346.601/0001-25,"B3 S.A. - BRASIL, BOLSA, BALCÃO",21610,5,Distribuição do Valor Adicionado,2009,,,,1693161,,,,,
09.346.601/0001-25,"B3 S.A. - BRASIL, BOLSA, BALCÃO",21610,5.1,Pessoal,2009,,,,295058,,,,,
09.346.601/0001-25,"B3 S.A. - BRASIL, BOLSA, BALCÃO",21610,5.2,"Impostos, Taxas e Contribuições",2009,,,,477178,,,,,
09.346.601/0001-25,"B3 S.A. - BRASIL, BOLSA, BALCÃO",21610,5.3,Remuneração de Capitais de Terceiros,2009,,,,38856,,,,,
09.346.601/0001-25,"B3 S.A. - BRASIL, BOLSA, BALCÃO",21610,5.4,Remuneração de Capitais Próprios,2009,,,,457000,,,,,
09.346.601/0001-25,"B3 S.A. - BRASIL, BOLSA, BALCÃO",21610,5.5,Outros,2009,,,,425069,,,,,
09.358.105/0001-91,CETIP S.A. - BALCÃO ORGANIZADO DE ATIVOS E DERIVATIVOS,21792,1,Receitas,2009,,,,0,,,,,
09.358.105/0001-91,CETIP S.A. - BALCÃO ORGANIZADO DE ATIVOS E DERIVATIVOS,21792,2,Valor Adicionado Bruto,2009,,,,0,,,,,
09.358.105/0001-91,CETIP S.A. - BALCÃO ORGANIZADO DE ATIVOS E DERIVATIVOS,21792,3,Valor Adicionado Líquido Produzido,2009,,,,0,,,,,
09.358.105/0001-91,CETIP S.A. - BALCÃO ORGANIZADO DE ATIVOS E DERIVATIVOS,21792,4,Valor Adicionado Total a Distribuir,2009,,,,0,,,,,
09.358.105/0001-91,CETIP S.A. - BALCÃO ORGANIZADO DE ATIVOS E DERIVATIVOS,21792,5,Distribuição do Valor Adicionado,2009,,,,0,,,,,
09.358.105/0001-91,CETIP S.A. - BALCÃO ORGANIZADO DE ATIVOS E DERIVATIVOS,21792,5.1,Pessoal,2009,,,,0,,,,,
09.358.105/0001-91,CETIP S.A. - BALCÃO ORGANIZADO DE ATIVOS E DERIVATIVOS,21792,5.2,"Impostos, Taxas e Contribuições",2009,,,,0,,,,,
09.358.105/0001-91,CETIP S.A. - BALCÃO ORGANIZADO DE ATIVOS E DERIVATIVOS,21792,5.3,Remuneração de Capitais de Terceiros,2009,,,,0,,,,,
09.358.105/0001-91,CETIP S.A. - BALCÃO ORGANIZADO DE ATIVOS E DERIVATIVOS,21792,5.4,Remuneração de Capitais Próprios,2009,,,,0,,,,,
09.358.105/0001-91,CETIP S.A. - BALCÃO ORGANIZADO DE ATIVOS E DERIVATIVOS,21792,5.5,Outros,2009,,,,0,,,,,
09.594.796/0001-22,AGV HOLDING S/A,21806,1,Receitas,2009,,,,0,,,,,
09.594.796/0001-22,AGV HOLDING S/A,21806,2,Valor Adicionado Bruto,2009,,,,-31,,,,,
09.594.796/0001-22,AGV HOLDING S/A,21806,3,Valor Adicionado Líquido Produzido,2009,,,,-31,,,,,
09.594.796/0001-22,AGV HOLDING S/A,21806,4,Valor Adicionado Total a Distribuir,2009,,,,231,,,,,
09.594.796/0001-22,AGV HOLDING S/A,21806,5,Distribuição do Valor Adicionado,2009,,,,231,,,,,
09.594.796/0001-22,AGV HOLDING S/A,21806,5.1,Pessoal,2009,,,,0,,,,,
09.594.796/0001-22,AGV HOLDING S/A,21806,5.2,"Impostos, Taxas e Contribuições",2009,,,,0,,,,,
09.594.796/0001-22,AGV HOLDING S/A,21806,5.3,Remuneração de Capitais de Terceiros,2009,,,,0,,,,,
09.594.796/0001-22,AGV HOLDING S/A,21806,5.4,Remuneração de Capitais Próprios,2009,,,,231,,,,,
09.594.796/0001-22,AGV HOLDING S/A,21806,5.5,Outros,2009,,,,0,,,,,
09.601.322/0001-60,CTX PARTICIPAÇÕES S/A,21652,1,Receitas,2009,,,,2335279,,,,,
09.601.322/0001-60,CTX PARTICIPAÇÕES S/A,21652,2,Valor Adicionado Bruto,2009,,,,2011359,,,,,
09.601.322/0001-60,CTX PARTICIPAÇÕES S/A,21652,3,Valor Adicionado Líquido Produzido,2009,,,,1894888,,,,,
09.601.322/0001-60,CTX PARTICIPAÇÕES S/A,21652,4,Valor Adicionado Total a Distribuir,2009,,,,1920687,,,,,
09.601.322/0001-60,CTX PARTICIPAÇÕES S/A,21652,5,Distribuição do Valor Adicionado,2009,,,,1920687,,,,,
09.601.322/0001-60,CTX PARTICIPAÇÕES S/A,21652,5.1,Pessoal,2009,,,,1223159,,,,,
09.601.322/0001-60,CTX PARTICIPAÇÕES S/A,21652,5.2,"Impostos, Taxas e Contribuições",2009,,,,431864,,,,,
09.601.322/0001-60,CTX PARTICIPAÇÕES S/A,21652,5.3,Remuneração de Capitais de Terceiros,2009,,,,139707,,,,,
09.601.322/0001-60,CTX PARTICIPAÇÕES S/A,21652,5.4,Remuneração de Capitais Próprios,2009,,,,125957,,,,,
09.601.322/0001-60,CTX PARTICIPAÇÕES S/A,21652,5.5,Outros,2009,,,,0,,,,,
10.215.988/0001-60,CIA LOCAÇÃO DAS AMÉRICAS,22691,1,Receitas,2009,,,,230210,,,,,
10.215.988/0001-60,CIA LOCAÇÃO DAS AMÉRICAS,22691,2,Valor Adicionado Bruto,2009,,,,107777,,,,,
10.215.988/0001-60,CIA LOCAÇÃO DAS AMÉRICAS,22691,3,Valor Adicionado Líquido Produzido,2009,,,,76029,,,,,
10.215.988/0001-60,CIA LOCAÇÃO DAS AMÉRICAS,22691,4,Valor Adicionado Total a Distribuir,2009,,,,77432,,,,,
10.215.988/0001-60,CIA LOCAÇÃO DAS AMÉRICAS,22691,5,Distribuição do Valor Adicionado,2009,,,,77432,,,,,
10.215.988/0001-60,CIA LOCAÇÃO DAS AMÉRICAS,22691,5.1,Pessoal,2009,,,,22445,,,,,
10.215.988/0001-60,CIA LOCAÇÃO DAS AMÉRICAS,22691,5.2,"Impostos, Taxas e Contribuições",2009,,,,3736,,,,,
10.215.988/0001-60,CIA LOCAÇÃO DAS AMÉRICAS,22691,5.3,Remuneração de Capitais de Terceiros,2009,,,,59713,,,,,
10.215.988/0001-60,CIA LOCAÇÃO DAS AMÉRICAS,22691,5.4,Remuneração de Capitais Próprios,2009,,,,-8462,,,,,
10.215.988/0001-60,CIA LOCAÇÃO DAS AMÉRICAS,22691,5.5,Outros,2009,,,,0,,,,,
10.324.624/0001-18,CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.,22144,1,Receitas,2009,,,,567.77,,,,,
10.324.624/0001-18,CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.,22144,2,Valor Adicionado Bruto,2009,,,,149.81,,,,,
10.324.624/0001-18,CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.,22144,3,Valor Adicionado Líquido Produzido,2009,,,,-127.36,,,,,
10.324.624/0001-18,CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.,22144,4,Valor Adicionado Total a Distribuir,2009,,,,452.92,,,,,
10.324.624/0001-18,CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.,22144,5,Distribuição do Valor Adicionado,2009,,,,452.92,,,,,
10.324.624/0001-18,CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.,22144,5.1,Pessoal,2009,,,,84.78,,,,,
10.324.624/0001-18,CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.,22144,5.2,"Impostos, Taxas e Contribuições",2009,,,,-174.55,,,,,
10.324.624/0001-18,CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.,22144,5.3,Remuneração de Capitais de Terceiros,2009,,,,505.56,,,,,
10.324.624/0001-18,CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.,22144,5.4,Remuneração de Capitais Próprios,2009,,,,37.13,,,,,
10.324.624/0001-18,CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.,22144,5.5,Outros,2009,,,,0,,,,,
10.629.105/0001-68,PETRO RIO S.A.,22187,1,Receitas,2009,,,,15305,,,,,
10.629.105/0001-68,PETRO RIO S.A.,22187,2,Valor Adicionado Bruto,2009,,,,-8677,,,,,
10.629.105/0001-68,PETRO RIO S.A.,22187,3,Valor Adicionado Líquido Produzido,2009,,,,-8883,,,,,
10.629.105/0001-68,PETRO RIO S.A.,22187,4,Valor Adicionado Total a Distribuir,2009,,,,-5671,,,,,
10.629.105/0001-68,PETRO RIO S.A.,22187,5,Distribuição do Valor Adicionado,2009,,,,-5671,,,,,
10.629.105/0001-68,PETRO RIO S.A.,22187,5.1,Pessoal,2009,,,,3308,,,,,
10.629.105/0001-68,PETRO RIO S.A.,22187,5.2,"Impostos, Taxas e Contribuições",2009,,,,3656,,,,,
10.629.105/0001-68,PETRO RIO S.A.,22187,5.3,Remuneração de Capitais de Terceiros,2009,,,,0,,,,,
10.629.105/0001-68,PETRO RIO S.A.,22187,5.4,Remuneração de Capitais Próprios,2009,,,,-12635,,,,,
10.629.105/0001-68,PETRO RIO S.A.,22187,5.5,Outros,2009,,,,0,,,,,
10.753.164/0001-43,ECO SECURITIZADORA DIREITOS CRED AGRONEGÓCIO S.A.,21741,1,Receitas,2009,,,,1217,,,,,
10.753.164/0001-43,ECO SECURITIZADORA DIREITOS CRED AGRONEGÓCIO S.A.,21741,2,Valor Adicionado Bruto,2009,,,,740,,,,,
10.753.164/0001-43,ECO SECURITIZADORA DIREITOS CRED AGRONEGÓCIO S.A.,21741,3,Valor Adicionado Líquido Produzido,2009,,,,740,,,,,
10.753.164/0001-43,ECO SECURITIZADORA DIREITOS CRED AGRONEGÓCIO S.A.,21741,4,Valor Adicionado Total a Distribuir,2009,,,,743,,,,,
10.753.164/0001-43,ECO SECURITIZADORA DIREITOS CRED AGRONEGÓCIO S.A.,21741,5,Distribuição do Valor Adicionado,2009,,,,743,,,,,
10.753.164/0001-43,ECO SECURITIZADORA DIREITOS CRED AGRONEGÓCIO S.A.,21741,5.1,Pessoal,2009,,,,0,,,,,
10.753.164/0001-43,ECO SECURITIZADORA DIREITOS CRED AGRONEGÓCIO S.A.,21741,5.2,"Impostos, Taxas e Contribuições",2009,,,,183,,,,,
10.753.164/0001-43,ECO SECURITIZADORA DIREITOS CRED AGRONEGÓCIO S.A.,21741,5.3,Remuneração de Capitais de Terceiros,2009,,,,5,,,,,
10.753.164/0001-43,ECO SECURITIZADORA DIREITOS CRED AGRONEGÓCIO S.A.,21741,5.4,Remuneração de Capitais Próprios,2009,,,,555,,,,,
10.753.164/0001-43,ECO SECURITIZADORA DIREITOS CRED AGRONEGÓCIO S.A.,21741,5.5,Outros,2009,,,,0,,,,,
10.846.981/0001-46,CENTENNIAL ASSET PARTICIPAÇÕES SUDESTE S/A,21776,1,Receitas,2009,,,,0,,,,,
10.846.981/0001-46,CENTENNIAL ASSET PARTICIPAÇÕES SUDESTE S/A,21776,2,Valor Adicionado Bruto,2009,,,,0,,,,,
10.846.981/0001-46,CENTENNIAL ASSET PARTICIPAÇÕES SUDESTE S/A,21776,3,Valor Adicionado Líquido Produzido,2009,,,,0,,,,,
10.846.981/0001-46,CENTENNIAL ASSET PARTICIPAÇÕES SUDESTE S/A,21776,4,Valor Adicionado Total a Distribuir,2009,,,,0,,,,,
10.846.981/0001-46,CENTENNIAL ASSET PARTICIPAÇÕES SUDESTE S/A,21776,5,Distribuição do Valor Adicionado,2009,,,,0,,,,,
10.846.981/0001-46,CENTENNIAL ASSET PARTICIPAÇÕES SUDESTE S/A,21776,5.1,Pessoal,2009,,,,0,,,,,
10.846.981/0001-46,CENTENNIAL ASSET PARTICIPAÇÕES SUDESTE S/A,21776,5.2,"Impostos, Taxas e Contribuições",2009,,,,0,,,,,
10.846.981/0001-46,CENTENNIAL ASSET PARTICIPAÇÕES SUDESTE S/A,21776,5.3,Remuneração de Capitais de Terceiros,2009,,,,0,,,,,
10.846.981/0001-46,CENTENNIAL ASSET PARTICIPAÇÕES SUDESTE S/A,21776,5.4,Remuneração de Capitais Próprios,2009,,,,0,,,,,
10.846.981/0001-46,CENTENNIAL ASSET PARTICIPAÇÕES SUDESTE S/A,21776,5.5,Outros,2009,,,,0,,,,,
11.395.624/0001-71,BRASIL PHARMA S.A.,22500,1,Receitas,2009,,,,0,,,,,
11.395.624/0001-71,BRASIL PHARMA S.A.,22500,2,Valor Adicionado Bruto,2009,,,,0,,,,,
11.395.624/0001-71,BRASIL PHARMA S.A.,22500,3,Valor Adicionado Líquido Produzido,2009,,,,0,,,,,
11.395.624/0001-71,BRASIL PHARMA S.A.,22500,4,Valor Adicionado Total a Distribuir,2009,,,,0,,,,,
11.395.624/0001-71,BRASIL PHARMA S.A.,22500,5,Distribuição do Valor Adicionado,2009,,,,0,,,,,
11.395.624/0001-71,BRASIL PHARMA S.A.,22500,5.1,Pessoal,2009,,,,0,,,,,
11.395.624/0001-71,BRASIL PHARMA S.A.,22500,5.2,"Impostos, Taxas e Contribuições",2009,,,,0,,,,,
11.395.624/0001-71,BRASIL PHARMA S.A.,22500,5.3,Remuneração de Capitais de Terceiros,2009,,,,0,,,,,
11.395.624/0001-71,BRASIL PHARMA S.A.,22500,5.4,Remuneração de Capitais Próprios,2009,,,,0,,,,,
11.395.624/0001-71,BRASIL PHARMA S.A.,22500,5.5,Outros,2009,,,,0,,,,,
12.049.631/0001-84,MOURA DUBEUX ENGENHARIA S/A,21067,1,Receitas,2009,,,,355316,,,,,
12.049.631/0001-84,MOURA DUBEUX ENGENHARIA S/A,21067,2,Valor Adicionado Bruto,2009,,,,127974,,,,,
12.049.631/0001-84,MOURA DUBEUX ENGENHARIA S/A,21067,3,Valor Adicionado Líquido Produzido,2009,,,,127369,,,,,
12.049.631/0001-84,MOURA DUBEUX ENGENHARIA S/A,21067,4,Valor Adicionado Total a Distribuir,2009,,,,137591,,,,,
12.049.631/0001-84,MOURA DUBEUX ENGENHARIA S/A,21067,5,Distribuição do Valor Adicionado,2009,,,,137591,,,,,
12.049.631/0001-84,MOURA DUBEUX ENGENHARIA S/A,21067,5.1,Pessoal,2009,,,,27662,,,,,
12.049.631/0001-84,MOURA DUBEUX ENGENHARIA S/A,21067,5.2,"Impostos, Taxas e Contribuições",2009,,,,33790,,,,,
12.049.631/0001-84,MOURA DUBEUX ENGENHARIA S/A,21067,5.3,Remuneração de Capitais de Terceiros,2009,,,,-863,,,,,
12.049.631/0001-84,MOURA DUBEUX ENGENHARIA S/A,21067,5.4,Remuneração de Capitais Próprios,2009,,,,77002,,,,,
12.049.631/0001-84,MOURA DUBEUX ENGENHARIA S/A,21067,5.5,Outros,2009,,,,0,,,,,
13.009.717/0001-46,BCO ESTADO DE SERGIPE S.A. - BANESE,1120,1,Receitas,2009,,,,0,,,,,
13.009.717/0001-46,BCO ESTADO DE SERGIPE S.A. - BANESE,1120,2,Valor Adicionado Bruto,2009,,,,0,,,,,
13.009.717/0001-46,BCO ESTADO DE SERGIPE S.A. - BANESE,1120,3,Valor Adicionado Líquido Produzido,2009,,,,0,,,,,
13.009.717/0001-46,BCO ESTADO DE SERGIPE S.A. - BANESE,1120,4,Valor Adicionado Total a Distribuir,2009,,,,0,,,,,
13.009.717/0001-46,BCO ESTADO DE SERGIPE S.A. - BANESE,1120,5,Distribuição do Valor Adicionado,2009,,,,0,,,,,
13.009.717/0001-46,BCO ESTADO DE SERGIPE S.A. - BANESE,1120,5.1,Pessoal,2009,,,,0,,,,,
13.009.717/0001-46,BCO ESTADO DE SERGIPE S.A. - BANESE,1120,5.2,"Impostos, Taxas e Contribuições",2009,,,,0,,,,,
13.009.717/0001-46,BCO ESTADO DE SERGIPE S.A. - BANESE,1120,5.3,Remuneração de Capitais de Terceiros,2009,,,,0,,,,,
13.009.717/0001-46,BCO ESTADO DE SERGIPE S.A. - BANESE,1120,5.4,Remuneração de Capitais Próprios,2009,,,,0,,,,,
13.009.717/0001-46,BCO ESTADO DE SERGIPE S.A. - BANESE,1120,5.5,Outros,2009,,,,0,,,,,
13.552.070/0001-02,PRONOR PETROQUIMICA SA,9784,1,Receitas,2009,,,,521425,,,,,
13.552.070/0001-02,PRONOR PETROQUIMICA SA,9784,2,Valor Adicionado Bruto,2009,,,,248687,,,,,
13.552.070/0001-02,PRONOR PETROQUIMICA SA,9784,3,Valor Adicionado Líquido Produzido,2009,,,,242069,,,,,
13.552.070/0001-02,PRONOR PETROQUIMICA SA,9784,4,Valor Adicionado Total a Distribuir,2009,,,,281584,,,,,
13.552.070/0001-02,PRONOR PETROQUIMICA SA,9784,5,Distribuição do Valor Adicionado,2009,,,,281584,,,,,
13.552.070/0001-02,PRONOR PETROQUIMICA SA,9784,5.1,Pessoal,2009,,,,24288,,,,,
13.552.070/0001-02,PRONOR PETROQUIMICA SA,9784,5.2,"Impostos, Taxas e Contribuições",2009,,,,123096,,,,,
13.552.070/0001-02,PRONOR PETROQUIMICA SA,9784,5.3,Remuneração de Capitais de Terceiros,2009,,,,58607,,,,,
13.552.070/0001-02,PRONOR PETROQUIMICA SA,9784,5.4,Remuneração de Capitais Próprios,2009,,,,75593,,,,,
13.552.070/0001-02,PRONOR PETROQUIMICA SA,9784,5.5,Outros,2009,,,,0,,,,,
13.608.583/0001-80,QGN PARTICIPAÇÕES SA,9857,1,Receitas,2009,,,,217544,,,,,
13.608.583/0001-80,QGN PARTICIPAÇÕES SA,9857,2,Valor Adicionado Bruto,2009,,,,29885,,,,,
13.608.583/0001-80,QGN PARTICIPAÇÕES SA,9857,3,Valor Adicionado Líquido Produzido,2009,,,,26854,,,,,
13.608.583/0001-80,QGN PARTICIPAÇÕES SA,9857,4,Valor Adicionado Total a Distribuir,2009,,,,30384,,,,,
13.608.583/0001-80,QGN PARTICIPAÇÕES SA,9857,5,Distribuição do Valor Adicionado,2009,,,,30384,,,,,
13.608.583/0001-80,QGN PARTICIPAÇÕES SA,9857,5.1,Pessoal,2009,,,,24528,,,,,
13.608.583/0001-80,QGN PARTICIPAÇÕES SA,9857,5.2,"Impostos, Taxas e Contribuições",2009,,,,10759,,,,,
13.608.583/0001-80,QGN PARTICIPAÇÕES SA,9857,5.3,Remuneração de Capitais de Terceiros,2009,,,,3155,,,,,
13.608.583/0001-80,QGN PARTICIPAÇÕES SA,9857,5.4,Remuneração de Capitais Próprios,2009,,,,-8058,,,,,
13.608.583/0001-80,QGN PARTICIPAÇÕES SA,9857,5.5,Outros,2009,,,,0,,,,,
13.788.120/0001-47,ELEKEIROZ S.A.,4359,1,Receitas,2009,,,,712689,,,,,
13.788.120/0001-47,ELEKEIROZ S.A.,4359,2,Valor Adicionado Bruto,2009,,,,53572,,,,,
13.788.120/0001-47,ELEKEIROZ S.A.,4359,3,Valor Adicionado Líquido Produzido,2009,,,,29020,,,,,
13.788.120/0001-47,ELEKEIROZ S.A.,4359,4,Valor Adicionado Total a Distribuir,2009,,,,49408,,,,,
13.788.120/0001-47,ELEKEIROZ S.A.,4359,5,Distribuição do Valor Adicionado,2009,,,,49408,,,,,
13.788.120/0001-47,ELEKEIROZ S.A.,4359,5.1,Pessoal,2009,,,,47278,,,,,
13.788.120/0001-47,ELEKEIROZ S.A.,4359,5.2,"Impostos, Taxas e Contribuições",2009,,,,615,,,,,
13.788.120/0001-47,ELEKEIROZ S.A.,4359,5.3,Remuneração de Capitais de Terceiros,2009,,,,-664,,,,,
13.788.120/0001-47,ELEKEIROZ S.A.,4359,5.4,Remuneração de Capitais Próprios,2009,,,,2179,,,,,
13.788.120/0001-47,ELEKEIROZ S.A.,4359,5.5,Outros,2009,,,,0,,,,,
14.308.514/0001-13,PARTICIPAÇÕES INDUST. DO NORDESTE S.A.,1597,1,Receitas,2009,,,,207361,,,,,
14.308.514/0001-13,PARTICIPAÇÕES INDUST. DO NORDESTE S.A.,1597,2,Valor Adicionado Bruto,2009,,,,98403,,,,,
14.308.514/0001-13,PARTICIPAÇÕES INDUST. DO NORDESTE S.A.,1597,3,Valor Adicionado Líquido Produzido,2009,,,,93486,,,,,
14.308.514/0001-13,PARTICIPAÇÕES INDUST. DO NORDESTE S.A.,1597,4,Valor Adicionado Total a Distribuir,2009,,,,117727,,,,,
14.308.514/0001-13,PARTICIPAÇÕES INDUST. DO NORDESTE S.A.,1597,5,Distribuição do Valor Adicionado,2009,,,,117727,,,,,
14.308.514/0001-13,PARTICIPAÇÕES INDUST. DO NORDESTE S.A.,1597,5.1,Pessoal,2009,,,,12571,,,,,
14.308.514/0001-13,PARTICIPAÇÕES INDUST. DO NORDESTE S.A.,1597,5.2,"Impostos, Taxas e Contribuições",2009,,,,69983,,,,,
14.308.514/0001-13,PARTICIPAÇÕES INDUST. DO NORDESTE S.A.,1597,5.3,Remuneração de Capitais de Terceiros,2009,,,,20015,,,,,
14.308.514/0001-13,PARTICIPAÇÕES INDUST. DO NORDESTE S.A.,1597,5.4,Remuneração de Capitais Próprios,2009,,,,15158,,,,,
14.308.514/0001-13,PARTICIPAÇÕES INDUST. DO NORDESTE S.A.,1597,5.5,Outros,2009,,,,0,,,,,
14.807.945/0001-24,SANSUY S.A. INDUSTRIA DE PLASTICOS,12696,1,Receitas,2009,,,,357398,,,,,
14.807.945/0001-24,SANSUY S.A. INDUSTRIA DE PLASTICOS,12696,2,Valor Adicionado Bruto,2009,,,,127192,,,,,
14.807.945/0001-24,SANSUY S.A. INDUSTRIA DE PLASTICOS,12696,3,Valor Adicionado Líquido Produzido,2009,,,,113342,,,,,
14.807.945/0001-24,SANSUY S.A. INDUSTRIA DE PLASTICOS,12696,4,Valor Adicionado Total a Distribuir,2009,,,,115099,,,,,
14.807.945/0001-24,SANSUY S.A. INDUSTRIA DE PLASTICOS,12696,5,Distribuição do Valor Adicionado,2009,,,,115099,,,,,
14.807.945/0001-24,SANSUY S.A. INDUSTRIA DE PLASTICOS,12696,5.1,Pessoal,2009,,,,57507,,,,,
14.807.945/0001-24,SANSUY S.A. INDUSTRIA DE PLASTICOS,12696,5.2,"Impostos, Taxas e Contribuições",2009,,,,54180,,,,,
14.807.945/0001-24,SANSUY S.A. INDUSTRIA DE PLASTICOS,12696,5.3,Remuneração de Capitais de Terceiros,2009,,,,39359,,,,,
14.807.945/0001-24,SANSUY S.A. INDUSTRIA DE PLASTICOS,12696,5.4,Remuneração de Capitais Próprios,2009,,,,-35947,,,,,
14.807.945/0001-24,SANSUY S.A. INDUSTRIA DE PLASTICOS,12696,5.5,Outros,2009,,,,0,,,,,
14.998.371/0001-19,J. MACEDO S.A.,21156,1,Receitas,2009,,,,1356706,,,,,
14.998.371/0001-19,J. MACEDO S.A.,21156,2,Valor Adicionado Bruto,2009,,,,343097,,,,,
14.998.371/0001-19,J. MACEDO S.A.,21156,3,Valor Adicionado Líquido Produzido,2009,,,,333007,,,,,
14.998.371/0001-19,J. MACEDO S.A.,21156,4,Valor Adicionado Total a Distribuir,2009,,,,352249,,,,,
14.998.371/0001-19,J. MACEDO S.A.,21156,5,Distribuição do Valor Adicionado,2009,,,,352249,,,,,
14.998.371/0001-19,J. MACEDO S.A.,21156,5.1,Pessoal,2009,,,,107617,,,,,
14.998.371/0001-19,J. MACEDO S.A.,21156,5.2,"Impostos, Taxas e Contribuições",2009,,,,152942,,,,,
14.998.371/0001-19,J. MACEDO S.A.,21156,5.3,Remuneração de Capitais de Terceiros,2009,,,,45320,,,,,
14.998.371/0001-19,J. MACEDO S.A.,21156,5.4,Remuneração de Capitais Próprios,2009,,,,46370,,,,,
14.998.371/0001-19,J. MACEDO S.A.,21156,5.5,Outros,2009,,,,0,,,,,
15.115.504/0001-24,TRONOX PIGMENTOS DO BRASIL S.A.,11398,1,Receitas,2009,,,,370260,,,,,
15.115.504/0001-24,TRONOX PIGMENTOS DO BRASIL S.A.,11398,2,Valor Adicionado Bruto,2009,,,,138392,,,,,
15.115.504/0001-24,TRONOX PIGMENTOS DO BRASIL S.A.,11398,3,Valor Adicionado Líquido Produzido,2009,,,,119322,,,,,
15.115.504/0001-24,TRONOX PIGMENTOS DO BRASIL S.A.,11398,4,Valor Adicionado Total a Distribuir,2009,,,,117355,,,,,
15.115.504/0001-24,TRONOX PIGMENTOS DO BRASIL S.A.,11398,5,Distribuição do Valor Adicionado,2009,,,,117355,,,,,
15.115.504/0001-24,TRONOX PIGMENTOS DO BRASIL S.A.,11398,5.1,Pessoal,2009,,,,59835,,,,,
15.115.504/0001-24,TRONOX PIGMENTOS DO BRASIL S.A.,11398,5.2,"Impostos, Taxas e Contribuições",2009,,,,70770,,,,,
15.115.504/0001-24,TRONOX PIGMENTOS DO BRASIL S.A.,11398,5.3,Remuneração de Capitais de Terceiros,2009,,,,-13954,,,,,
15.115.504/0001-24,TRONOX PIGMENTOS DO BRASIL S.A.,11398,5.4,Remuneração de Capitais Próprios,2009,,,,704,,,,,
