CNPJ_CIA;SETOR_ATIV;ANO;Distribuição_do_Valor_Adicionado;Impostos_Taxas_e_Contribuições;Outros;Pessoal;Receitas;Remuneração_de_Capitais_de_Terceiros;Remuneração_de_Capitais_Próprios;Valor_Adicionado_Bruto;Valor_Adicionado_Líquido_Produzido;Valor_Adicionado_Total_a_Distribuir
53.790.218/0001-53;Telecomunicações;2013;-100775.457054252;504.763127846619;0;15981.9371803622;3038.60717359322;16398.1160506728;-133660.273413133;-14392.434747971;-20439.5638756169;-100775.457054252
53.790.218/0001-53;Telecomunicações;2014;-833694.483878624;3596.74562896256;0;21352.3337404422;117869.728256225;12767.974968955;-871411.538216984;92730.2699624524;87457.8751231464;-833694.483878624
53.790.218/0001-53;Telecomunicações;2015;-939942.56317464;963.818122927941;0;18396.7891789683;128873.19212572;131441.945908161;-1090745.1163847;113222.213688071;104923.382679987;-939942.56317464
53.790.218/0001-53;Telecomunicações;2016;-25055.1538677963;10201.8246402251;0;6547.35936419617;-121.097892062815;36293.0382512255;-78097.3761234431;-4849.29781104871;-39159.0216967121;-25055.1538677963
54.526.082/0001-31;Comunicação e Informática;2010;1019665.64280741;277913.124353966;0;701177.794223544;3132963.81444922;17690.2381158035;22884.4861140998;1055699.62098603;1010993.33429477;1019665.64280741
54.526.082/0001-31;Comunicação e Informática;2011;1048798.80178297;283085.383744962;0;655394.862398268;2918575.85579893;28885.081690563;81433.4739491791;1025043.94674801;985111.87663262;1048798.80178297
54.526.082/0001-31;Comunicação e Informática;2012;955295.106941788;260956.378317982;0;622024.961625829;3252738.96168044;69662.256315805;2651.51068217178;915474.719516932;883343.713070375;955295.106941788
54.526.082/0001-31;Comunicação e Informática;2013;218284.981777379;179103.997529099;0;634599.235575934;2033750.81253311;54215.2370131152;-649633.48834077;203541.552801435;172364.908352021;218284.981777379
54.526.082/0001-31;Comunicação e Informática;2014;4649.33654137548;5643.71241079995;0;29892.637884803;254188.90500117;29958.7198254926;-60845.73357972;12143.3432914843;3363.88545700873;4649.33654137548
54.526.082/0001-31;Comunicação e Informática;2015;15291.1530050894;2435.96106328158;0;13296.4064603037;53995.2330644742;27109.7050102369;-27550.9195287328;-33379.5203847207;-40630.2884265401;15291.1530050894
54.526.082/0001-31;Comunicação e Informática;2016;-41.7114961549694;3519.91206262581;0;9272.0619356095;33873.7714742373;7046.55178592177;-19880.2372803121;-25849.0178268748;-31504.2893862082;-41.7114961549694
54.526.082/0001-31;Comunicação e Informática;2017;-19257.9368400997;2590.12647703426;0;3956.44761206747;13159.8298795304;3785.16716356091;-29589.6780927624;-40189.4536350727;-45436.3882904682;-19257.9368400997
54.526.082/0001-31;Comunicação e Informática;2018;582.561254664917;2847.23660829737;0;3371.79392851513;8442.09437225459;3286.04898194107;-8922.51826408865;-25538.1235730056;-30058.6475945937;582.561254664917
56.643.018/0001-66;"Construção Civil; Mat. Constr. e Decoração";2010;1273498.51152721;766635.250642609;0;265333.708455989;2145752.78657265;3176.13864217043;238353.413786445;1258473.92573023;1106801.88417998;1273498.51152721
56.643.018/0001-66;"Construção Civil; Mat. Constr. e Decoração";2011;991721.760794137;320867.093015272;0;280501.587872894;2226639.80506966;225616.009326528;164737.070579443;983096.030106256;804830.929223381;991721.760794137
56.643.018/0001-66;"Construção Civil; Mat. Constr. e Decoração";2012;1025809.38202346;353607.232248216;0;282168.463775356;2114646.94063594;233808.444280119;156225.241719773;982531.424669057;805863.035589739;1025809.38202346
56.643.018/0001-66;"Construção Civil; Mat. Constr. e Decoração";2013;1102111.84742812;485234.477562646;0;291405.436469544;2305037.59413547;176947.890128695;148524.043267239;1110696.16340369;966633.089633874;1102111.84742812
56.643.018/0001-66;"Construção Civil; Mat. Constr. e Decoração";2014;765905.426387875;244459.125924396;0;287819.892673556;2282419.88327352;190544.129219383;43082.2785705393;861963.394077911;664812.644169108;765905.426387875
56.643.018/0001-66;"Construção Civil; Mat. Constr. e Decoração";2015;753156.038829906;197225.745525069;0;273537.294801752;2112793.56060319;267388.849116822;15004.1493862619;829196.291153468;644735.781212066;753156.038829906
56.643.018/0001-66;"Construção Civil; Mat. Constr. e Decoração";2016;630780.082305324;136595.731182587;0;274249.050622522;1935113.36792469;174755.022503714;45180.2779965021;672071.772434476;511824.277399888;630780.082305324
56.643.018/0001-66;"Construção Civil; Mat. Constr. e Decoração";2017;585820.973391294;135888.154914007;0;267359.627728356;1978113.9773492;127741.219993057;54831.9707558736;693868.864259116;524693.465539549;585820.973391294
56.643.018/0001-66;"Construção Civil; Mat. Constr. e Decoração";2018;616889.49621686;152238.891687142;0;276186.994825231;2012810.92166703;151933.740553746;36529.8691507417;668518.041695216;511130.670348341;616889.49621686
56.643.018/0001-66;"Construção Civil; Mat. Constr. e Decoração";2019;705326.720200331;152961.124012846;0;297738.077221679;2338052.46355261;175165.450832778;79462.0681330286;707342.215922354;545321.039411171;705326.720200331
56.643.018/0001-66;"Construção Civil; Mat. Constr. e Decoração";2020;864362.36114658;156592.78150788;0;295744.2783327;2588717.78505198;245031.6899403;166993.6113657;595044.692946;428896.6775037;864362.36114658
56.643.018/0001-66;"Construção Civil; Mat. Constr. e Decoração";2021;1094279.4126;139295.8044;0;306628.4898;3220850.6856;196172.5824;452182536;923930.1342;774446.5926;1094279.4126
56.643.018/0001-66;"Construção Civil; Mat. Constr. e Decoração";2022;962490;145598;0;320459;3073690;238942;257491;959575;781335;962490
56.720.428/0001-63;"Máquinas; Equipamentos; Veículos e Peças";2010;859478.212664928;268114.567804981;0;419574.072247844;1601514.77603759;35229.5152955189;136560.057316584;865981.450885357;818228.136878841;859478.212664928
56.720.428/0001-63;"Máquinas; Equipamentos; Veículos e Peças";2011;680733.997187034;208786.773451191;0;378599.891307864;1389887.88071239;37847.0981752425;55500.2342527362;684251.920272432;630455.534056808;680733.997187034
56.720.428/0001-63;"Máquinas; Equipamentos; Veículos e Peças";2012;448142.426436581;146176.016234342;0;318163.605122732;1239637.80947652;49441.835853563;-65639.0307740564;476368.641485193;410004.86445801;448142.426436581
56.720.428/0001-63;"Máquinas; Equipamentos; Veículos e Peças";2013;536421.135808681;158844.944970726;0;328502.183564099;1309985.67184339;45106.1010966778;3967.90617717839;554129.630310452;493202.046537629;536421.135808681
56.720.428/0001-63;"Máquinas; Equipamentos; Veículos e Peças";2014;452398.539340547;136723.535286784;0;271717.926458857;1190126.31154247;31889.2565213531;12067.8210735533;478447.411008572;423043.997258502;452398.539340547
56.720.428/0001-63;"Máquinas; Equipamentos; Veículos e Peças";2015;413162.413543246;76244.438977753;0;289949.332586839;959741.529237631;36479.4450437971;10489.1969348573;416860.619377889;367677.337534551;413162.413543246
56.720.428/0001-63;"Máquinas; Equipamentos; Veículos e Peças";2016;320941.706737675;60466.8685712314;0;282701.683488506;854836.747732078;30879.9624760177;-53106.8077980803;372297.977229381;326031.854800716;320941.706737675
56.720.428/0001-63;"Máquinas; Equipamentos; Veículos e Peças";2017;400926.997939316;55849.193572195;0;270270.087868628;986912.714357417;25183.4558678227;49624.2606306704;416076.818983937;376518.880284962;400926.997939316
56.720.428/0001-63;"Máquinas; Equipamentos; Veículos e Peças";2018;489369.107289884;77992.594639685;0;288781.414330844;1061624.57594966;16553.8185091797;106041.279810175;476000.461354911;434028.31000691;489369.107289884
56.720.428/0001-63;"Máquinas; Equipamentos; Veículos e Peças";2019;510041.395806352;63567.9608125388;0;273726.337071193;1137246.48560475;15915.8833847133;156831.214537906;466012.613509053;425426.868921765;510041.395806352
56.720.428/0001-63;"Máquinas; Equipamentos; Veículos e Peças";2020;622363.23302472;114588.67277592;0;291118.98446676;1257388.39623942;19688.48480826;196967.09097378;579270.27474756;536588.5309263;622363.23302472
56.720.428/0001-63;"Máquinas; Equipamentos; Veículos e Peças";2021;657116.4456;206463.8664;0;379270.7964;1713126.8628;18142.8786;53238.9042;685283.2884;640508.8068;657116.4456
56.720.428/0001-63;"Máquinas; Equipamentos; Veículos e Peças";2022;631730;92414;0;298408;1878559;26352;214556;657774;607028;631730
56.806.656/0001-50;Petroquímicos e Borracha;2010;300914.803826345;35517.5328709503;0;98819.823294546;3688591.43034651;182094.642828225;-15517.1951673767;357068.299394924;259021.157733777;300914.803826345
56.806.656/0001-50;Petroquímicos e Borracha;2011;129436.403187736;-15680.2594029426;0;106462.478503119;3654890.42217905;173407.639373564;-134753.455286005;287436.548304649;190524.586430607;129436.403187736
56.806.656/0001-50;Petroquímicos e Borracha;2012;361255.956729388;105821.791325476;0;104722.298229268;3849210.43102528;167501.232814155;-16789.3656395117;441913.144007265;372682.20009576;361255.956729388
56.806.656/0001-50;Petroquímicos e Borracha;2013;279503.389339094;58896.8314538383;0;87813.7416355414;3613460.50596384;152423.421999909;-19630.6057501938;366583.385898064;306939.438158969;279503.389339094
56.992.423/0001-90;Brinquedos e Lazer;2010;545102.063261354;198388.492285213;0;10134.2459989703;562325.514272148;3001.34176880521;333577.983208365;483706.647819925;482222.860724427;545102.063261354
56.992.423/0001-90;Brinquedos e Lazer;2011;104977.216233926;37066.1678248994;0;8085.80515857684;102994.998287242;3063.9372597195;56761.3059907305;37876.990246069;38706.4952115053;104977.216233926
56.992.423/0001-90;Brinquedos e Lazer;2012;58835.2543636036;30181.2622582673;0;7857.30998816903;89532.6773680003;2939.64150963444;17857.0406075329;33302.9741680775;32560.5511770694;58835.2543636036
56.992.423/0001-90;Brinquedos e Lazer;2013;64252.0005320521;34104.9391513585;0;14036.4263167414;81714.7990742424;2923.28049868787;13187.3545652643;42421.8309532286;41875.2827982423;64252.0005320521
56.992.423/0001-90;Brinquedos e Lazer;2014;64281.9944955793;30858.6929225033;0;12094.5685257372;71108.8883206311;2942.21974022746;18386.5133071113;37455.8733346818;37037.354376981;64281.9944955793
56.992.423/0001-90;Brinquedos e Lazer;2015;49164.7194202294;20591.4387418427;0;10155.0733189089;41134.3296078639;2845.76225036353;15572.4451091143;19254.9442780493;18893.6909667889;49164.7194202294
56.992.423/0001-90;Brinquedos e Lazer;2016;56578.280703881;21068.3421546617;0;11196.1728872742;37544.3831358746;2717.97491074317;21595.7907512019;19773.9402417236;19440.2482724838;56578.280703881
56.992.423/0001-90;Brinquedos e Lazer;2017;35499.5073084084;13946.9354520567;0;8029.26133037222;28314.8808615113;2888.23290649605;10635.0776194834;15471.4621921991;15236.115011045;35499.5073084084
58.119.199/0001-51;Serviços Médicos;2010;534725.4852334;-39535.8746302441;11399.5370027618;107196.168919332;1402528.39899235;19811.6365334633;435854.017408087;484660.085311008;473775.007287809;534725.4852334
58.119.199/0001-51;Serviços Médicos;2011;650673.783462103;235390.716486804;5348.81242352252;111049.043120565;1586235.81619089;26736.589099906;272148.622331305;614967.704859811;603434.97028405;650673.783462103
58.119.199/0001-51;Serviços Médicos;2012;695927.867359321;272204.086631755;6406.04980812701;131610.384220278;1719338.51605231;28045.9123222249;257661.434376936;666253.927478243;657134.49840536;695927.867359321
58.119.199/0001-51;Serviços Médicos;2013;787049.399993212;302786.006461291;10613.3968934637;126713.930501443;1803394.97211564;31983.9311737513;314952.134963263;756136.836915321;747545.835335415;787049.399993212
58.119.199/0001-51;Serviços Médicos;2014;819932.133040245;316312.222767556;12174.8108822888;138935.706920345;1852890.4155502;45712.9691618015;306796.423308253;779636.30963545;768998.690563965;819932.133040245
58.119.199/0001-51;Serviços Médicos;2015;833387.115139829;320331.735578929;10496.3363283604;137441.892208225;1823268.30799044;49324.6418347004;315792.509189614;787248.070686243;776186.294392431;833387.115139829
58.119.199/0001-51;Serviços Médicos;2016;804481.553148092;301575.462732563;12498.6479930165;142649.280253593;1837994.20402245;57055.9446114621;290702.217557456;737365.064770478;727346.232500481;804481.553148092
58.119.199/0001-51;Serviços Médicos;2017;957366.183247866;112031.795651025;13614.8344297616;156705.920571422;1893039.89381503;17571.2820418291;657442.350553829;736796.190101614;726097.045749483;957366.183247866
58.119.199/0001-51;Serviços Médicos;2018;883819.819677384;319398.665033266;10796.2975377511;171863.135856731;2053809.61568039;22040.2341348227;359721.487114813;855960.277771395;835805.171506105;883819.819677384
58.119.199/0001-51;Serviços Médicos;2019;869866.661473369;292202.117783518;3332.94760754676;209254.669593378;2187936.74526498;20505.7938104964;344571.13267843;855731.576229603;823688.097724669;869866.661473369
58.119.199/0001-51;Serviços Médicos;2020;968872.22552592;345721.3141068;0;193852.28626416;2099875.3066827;12615.59616678;416683.02898818;971429.86360656;936725.68022976;968872.22552592
58.119.199/0001-51;Serviços Médicos;2021;938598912;322741.6398;0;197046.3906;1997595.2808;15887.0376;402923844;941493996;874313.2548;938598912
58.119.199/0001-51;Serviços Médicos;2022;966183;304155;0;193922;1960117;16745;451361;907754;870731;966183
58.430.828/0001-60;Farmacêutico e Higiene;2017;413810.94862316;111393.743293229;0;113909.343162898;858277.175075974;53669.6171778406;134838.244989192;411682.364118056;399977.764308661;413810.94862316
58.430.828/0001-60;Farmacêutico e Higiene;2018;466611.389705052;119305.266472124;0;130691.69099512;1041994.02700459;61196.6727519432;155417.759485865;453755.952494427;441346.893388025;466611.389705052
58.430.828/0001-60;Farmacêutico e Higiene;2019;556881.709951178;153616.825502243;0;120719.241367209;1247948.73742913;40301.4459710364;242244.197110689;553655.223102057;541523.535766856;556881.709951178
58.430.828/0001-60;Farmacêutico e Higiene;2020;748805.30728578;231753.51724176;0;146556.83208276;1488538.412829;75891.65494986;294603.3030114;745915.22258868;727637.60878686;748805.30728578
58.430.828/0001-60;Farmacêutico e Higiene;2021;899278.5996;331986.8898;0;162716.4;1593531.3654;62380.6074;342194.7024;833496.7968;811403.2908;899278.5996
58.430.828/0001-60;Farmacêutico e Higiene;2022;804358;238833;0;162452;1510348;42581;360492;769687;747402;804358
58.877.812/0001-08;"Construção Civil; Mat. Constr. e Decoração";2010;578486.279746006;64843.68103418;0;8370.38664046667;1849390.64676623;374204.351969036;131067.860102324;563521.283792215;553812.112008019;578486.279746006
58.877.812/0001-08;"Construção Civil; Mat. Constr. e Decoração";2011;668911.683175141;122850.806333765;0;33034.4747721709;2660185.05906554;496475.536103439;16550.8659657653;606754.858400221;593301.558273855;668911.683175141
59.104.513/0001-95;"Máquinas; Equipamentos; Veículos e Peças";2010;2123035.15201949;661582.329750107;0;536185.436391621;3806829.59720945;637772.214738414;287495.171139351;2175444.41910747;2069322.85369371;2123035.15201949
59.104.513/0001-95;"Máquinas; Equipamentos; Veículos e Peças";2011;1911278.45784975;620443.558584346;0;556594.095298874;3558176.49527423;371844.283301068;362396.520665458;1892113.90394109;1792900.2526134;1911278.45784975
59.104.513/0001-95;"Máquinas; Equipamentos; Veículos e Peças";2012;1850961.27398911;548505.641104358;0;601198.229054264;3487463.0609828;419675.807752784;281581.596077702;1782271.23825677;1675528.48888768;1850961.27398911
59.104.513/0001-95;"Máquinas; Equipamentos; Veículos e Peças";2013;2426742.33558341;621269.811918395;0;862187.235795678;4968685.99099076;690903.72394603;252381.563923309;2440337.51201356;2286682.26741358;2426742.33558341
59.105.999/0001-86;"Máquinas; Equipamentos; Veículos e Peças";2010;7101740.72850345;3139800.75579153;33499.4235148245;1708921.49573621;18651291.1888466;987336.166547272;1232182.88691361;6537919.50916716;6284410.41192871;7101740.72850345
59.105.999/0001-86;"Máquinas; Equipamentos; Veículos e Peças";2011;5715066.88957903;1793860.5353887;5578.60771800149;2035853.66301932;17596380.3762662;1190989.7779415;688784.305511504;4964805.80390391;4674335.21041037;5715066.88957903
59.105.999/0001-86;"Máquinas; Equipamentos; Veículos e Peças";2012;5500709.16243734;1304119.01391937;18885.8267522155;2178069.3084797;18109056.0918306;927952.728787233;1071682.28449882;5030810.20701664;4751493.00106152;5500709.16243734
59.105.999/0001-86;"Máquinas; Equipamentos; Veículos e Peças";2013;6835388.62202509;1679948.63073651;13409.6509096471;2303835.85675493;19036135.1832817;1479768.26551819;1358426.21810581;5781469.95349872;5511894.686608;6835388.62202509
59.105.999/0001-86;"Máquinas; Equipamentos; Veículos e Peças";2014;6674826.69248876;1959066.78706344;7772.49492872923;2177472.3211812;18722292.9549301;1415039.34343861;1115475.74587678;5709701.52209668;5460020.34947826;6674826.69248876
59.105.999/0001-86;"Máquinas; Equipamentos; Veículos e Peças";2015;5609689.91663633;1501504.41007478;5842.87964299427;1912799.15827759;16495435.896355;1780039.28032875;409504.188312222;4015487.6213164;3768534.57216305;5609689.91663633
59.105.999/0001-86;"Máquinas; Equipamentos; Veículos e Peças";2016;5269441.56543211;1752754.74333157;6663.07512772286;1868919.91459102;15662463.6308388;1221583.05937645;419520.773005342;4219010.19350444;3967055.26481068;5269441.56543211
59.105.999/0001-86;"Máquinas; Equipamentos; Veículos e Peças";2017;4627315.2118218;1419977.67736766;-10738.3688823232;1796663.91564811;15393414.5295067;851533.170851571;569878.816836786;3937982.01073726;3667038.56843366;4627315.2118218
59.105.999/0001-86;"Máquinas; Equipamentos; Veículos e Peças";2018;2953257.71282599;1032089.22472019;-8239.08060168955;1112262.01072203;11100175.1064994;589415.806570455;227729.751415019;2653787.18214062;2439921.63201357;2953257.71282599
59.105.999/0001-86;"Máquinas; Equipamentos; Veículos e Peças";2019;5323477.07193731;1350627.71936849;1984.04140703328;1207533.57201159;12719419.6792503;616256.56861934;2147075.17053086;3214151.9185193;3031099.90309356;5323477.07193731
59.105.999/0001-86;"Máquinas; Equipamentos; Veículos e Peças";2020;4198717.36464804;1452080.48667408;1582.30689228;1196785.81059498;14059952.7717866;723093.39946152;825175.36102518;3768536.07635112;3553979.43182004;4198717.36464804
59.105.999/0001-86;"Máquinas; Equipamentos; Veículos e Peças";2021;4615306.9884;1661006898;1569051;1397498.2542;15750455.1444;519421.3902;1035811395;4313886.48;4109531.5872;4615306.9884
59.105.999/0001-86;"Máquinas; Equipamentos; Veículos e Peças";2022;3567278;867490;1981;1298715;13866299;982377;416715;3077396;2920882;3567278
59.285.411/0001-13;Bancos;2010;-250660.702733842;7373.2499310423;0;6745.57024941263;116283.620006217;760.763664760022;-265540.286579057;-249739.046492462;-250660.702733842;-250660.702733842
59.285.411/0001-13;Bancos;2011;-98021.7050034776;-724935.028667341;0;166392.344001462;4772269.10745579;28827.1658033365;431693.813859065;-87985.4422234695;-98021.7050034776;-98021.7050034776
59.285.411/0001-13;Bancos;2012;25580.0073878052;179464.849012114;0;440562.641233145;6038880.98257638;50049.9156366744;-644497.398494129;43235.533183493;25580.0073878052;25580.0073878052
59.285.411/0001-13;Bancos;2013;201408.845016229;-346010.1099356;0;623103.338909282;6100993.37043106;81500.8597352875;-157185.24369274;237730.062007073;201408.845016229;201408.845016229
59.285.411/0001-13;Bancos;2014;1161338.18609491;338647.918720641;0;614119.928762483;9014943.97688201;78742.9258498202;129827.412761962;1207188.03927671;1161338.18609491;1161338.18609491
59.285.411/0001-13;Bancos;2015;1245458.62935579;321546.860353169;0;648709.567635931;8612648.76103137;69740.4514963652;205461.749870326;1287673.86314003;1245458.62935579;1245458.62935579
59.285.411/0001-13;Bancos;2016;464623.010138071;136554.019686432;0;578219.560553661;5920765.23235982;69063.4733755572;-319214.043477579;506966.906396035;420009.201169996;464623.010138071
59.285.411/0001-13;Bancos;2017;1283680.27985531;472333.947670133;0;525294.908335832;6445772.27644477;59212.0432940184;226839.380555328;1326015.3152919;1283680.27985531;1283680.27985531
59.285.411/0001-13;Bancos;2018;1411359.29869879;542179.167693826;0;458034.373137453;6281027.91605083;51768.511494087;359377.24637342;1444956.18629466;1411359.29869879;1411359.29869879
59.285.411/0001-13;Bancos;2019;1616819.53821833;279207.856348796;0;527055.760653008;6863121.02876609;58295.7337077516;752260.18750878;1676685.56811287;1616819.53821833;1616819.53821833
59.285.411/0001-13;Bancos;2020;2118279.18069774;730205.67202272;0;579044.39638446;7985960.80286616;82305.44211132;726723.67017924;2251370.187288;2118279.18069774;2118279.18069774
59.285.411/0001-13;Bancos;2021;2445504.9264;827088.5178;0;722152.2888;7805199294;127612.9782;768651.1416;2535453.2844;2445504.9264;2445504.9264
59.285.411/0001-13;Bancos;2022;2196337;707643;0;781971;9976691;38440;668283;2329155;2196169;2196337
59.418.806/0001-47;Têxtil e Vestuário;2019;177818.501324012;79383.4323455547;0;44411.0732025559;346597.516432565;25663.0916874372;28360.9040884641;168927.818214081;165453.326189081;177818.501324012
59.418.806/0001-47;Têxtil e Vestuário;2020;195629.19605388;74800.4887035;0;61559.38322352;397576.03617108;29347.97029488;29921.35383198;192754.16991432;188977.94702352;195629.19605388
59.418.806/0001-47;Têxtil e Vestuário;2021;288168.6312;93212.1954;0;82143.2538;586330.5852;31299.6618;81513.5202;284443.0596;281174.9958;288168.6312
59.418.806/0001-47;Têxtil e Vestuário;2022;373559;129856;0;103726;724545;43517;96460;369767;363296;373559
59.717.553/0001-02;Comunicação e Informática;2017;979786.924705808;423356.891787636;0;142361.509880083;2736256.15678148;124629.407264465;289439.115773625;888098.277896871;877841.063251574;979786.924705808
59.717.553/0001-02;Comunicação e Informática;2020;1970598.74855238;771968.84383404;22022.56122696;202016.341152;4148538.77587302;481956.08417118;492634.9181682;1711912.42197504;1684529.01426384;1970598.74855238
59.717.553/0001-02;Comunicação e Informática;2021;2044248.3972;217904.7312;0;310757.6826;6805637.7318;697022.1144;818563869;1366843.1184;1326368.9988;2044248.3972
59.717.553/0001-02;Comunicação e Informática;2022;2214984;833521;0;446868;5680347;844628;89967;1616799;1558547;2214984
59.981.829/0001-65;"Máquinas; Equipamentos; Veículos e Peças";2020;1271432.23867134;456014.82293208;173398.13172252;280485.32614236;4598776.90446264;258462.7649154;103071.19295898;1114504.69384584;1027204.44403356;1271432.23867134
59.981.829/0001-65;"Máquinas; Equipamentos; Veículos e Peças";2021;1733756.9778;705335.4432;15778.2078;345970.9908;6075961.3944;168721.0578;497951.2782;1648132227;1551750.2316;1733756.9778
59.981.829/0001-65;"Máquinas; Equipamentos; Veículos e Peças";2022;1682958;717842;13900;333185;6782017;116825;501206;1606342;1528651;1682958
60.394.723/0001-44;Embalagens;2010;1158412.64736917;385504.572566476;0;469023.710457245;3725141.8538328;105525.66698183;198358.697363617;1165015.20199492;1038253.70122732;1158412.64736917
60.398.369/0004-79;Metalurgia e Siderurgia;2010;2791146.54225541;1367253.19815038;0;355582.52597132;7430406.52230463;973940.369797555;94370.4483361584;1965354.46794731;1804442.02804598;2791146.54225541
60.398.369/0004-79;Metalurgia e Siderurgia;2011;3504807.93932231;1371866.69851285;0;365303.524553338;8986810.08917573;1856774.00320642;-89136.286950291;1893083.52798852;1730395.93251512;3504807.93932231
60.398.369/0004-79;Metalurgia e Siderurgia;2012;3758896.44184294;2271176.22224727;0;364991.051443674;8307835.23887199;1487732.59331219;-365003.42516019;2535160.62576429;2396170.20347863;3758896.44184294
60.398.369/0004-79;Metalurgia e Siderurgia;2013;2339996.61924156;622932.855998552;0;362613.8083198;10706062.7124507;1344580.33151283;9869.62341037842;1444322.86269619;1268536.59632198;2339996.61924156
60.398.369/0004-79;Metalurgia e Siderurgia;2014;1734742.19911535;91172.6242176261;0;333336.189392829;8471226.48902659;1115321.55468184;194911.830823058;775556.536487637;585333.376694461;1734742.19911535
60.398.369/0004-79;Metalurgia e Siderurgia;2015;3479511.93285292;118354.00973815;0;306054.37645129;8802792.22820129;2862645.48811983;192458.058543652;751455.435297451;576780.178091494;3479511.93285292
60.398.369/0004-79;Metalurgia e Siderurgia;2016;2365383.59714881;395828.64318932;0;307540.206682724;6640879.22963988;2164124.28266895;-502109.535392182;550790.888001433;359911.008403489;2365383.59714881
60.398.369/0004-79;Metalurgia e Siderurgia;2017;192780.720989318;-858840.700826404;0;302741.461446187;5037206.3223944;926397.109176673;-177517.148807138;-295178.972025104;-460671.18735961;192780.720989318
60.398.369/0004-79;Metalurgia e Siderurgia;2018;1360586.94173107;-87872.1778221517;0;313913.51036272;6618227.48418389;1542304.44166834;-407758.832477832;510131.993911773;323262.231449485;1360586.94173107
60.398.369/0004-79;Metalurgia e Siderurgia;2019;1365284.22037227;238147.877473973;0;286787.136479932;7539778.35063479;870684.473663097;-30335.2672447314;633734.279721419;432681.92765224;1365284.22037227
60.398.369/0004-79;Metalurgia e Siderurgia;2020;555258.82557474;18107.33626656;0;227541.75453288;5536267.0960752;1307649.22790562;-998039.49313032;176157.32280408;-17093.77950906;555258.82557474
60.398.369/0004-79;Metalurgia e Siderurgia;2021;174336.8868;5614.7724;0;222559.0542;5534251.0272;792610.6032;-846447543;45057.6504;-116333.7732;174336.8868
60.398.369/0004-79;Metalurgia e Siderurgia;2022;-645425;-30737;0;193258;2268280;1893138;-2701084;-1099139;-1215750;-645425
60.476.884/0001-87;"Máquinas; Equipamentos; Veículos e Peças";2010;1751673.23557075;789853.439878588;0;585239.795307844;4371294.38685222;210298.515611326;166281.484772992;1721091.72804426;1566509.7158181;1751673.23557075
60.476.884/0001-87;"Máquinas; Equipamentos; Veículos e Peças";2011;2145021.37393224;808180.709410379;0;741967.904275184;5112878.04499756;241236.484587818;353636.275658857;2138303.13101398;1895288.06821198;2145021.37393224
60.476.884/0001-87;"Máquinas; Equipamentos; Veículos e Peças";2012;2071388.4276932;781836.813461687;0;758579.529431464;4841317.34460456;213649.892400461;317322.192399589;2099162.11825206;1902126.59178608;2071388.4276932
60.476.884/0001-87;"Máquinas; Equipamentos; Veículos e Peças";2013;2092102.76723305;792319.327616061;0;725352.971721019;4951858.32486109;250566.422344364;323864.045551601;2087491.37163792;1895447.38690422;2092102.76723305
60.476.884/0001-87;"Máquinas; Equipamentos; Veículos e Peças";2014;1886644.12682672;699958.796338734;0;665423.115430717;4537757.18452109;211833.527778216;309428.687279056;1867982.27210007;1698913.20022527;1886644.12682672
60.476.884/0001-87;"Máquinas; Equipamentos; Veículos e Peças";2015;1844168.16853162;533602.554063023;0;668417.149462081;4150816.25304769;396346.28608588;245802.178920638;1616982.67210985;1463642.77844877;1844168.16853162
60.476.884/0001-87;"Máquinas; Equipamentos; Veículos e Peças";2016;1282909.72298132;377740.654711537;0;616201.241633096;3678835.55404051;283385.213812594;5582.61282409575;1216529.24068102;1080797.34112849;1282909.72298132
60.476.884/0001-87;"Máquinas; Equipamentos; Veículos e Peças";2017;1595388.46890347;501443.779010209;9506.71863428373;613034.95243874;3661030.67789253;177630.899944696;293772.118875539;1577478.54841764;1454070.3315265;1595388.46890347
60.476.884/0001-87;"Máquinas; Equipamentos; Veículos e Peças";2018;1775990.94496006;544051.686012392;0;607011.17398949;4020567.93530657;255401.411011602;369526.673946576;1674780.38412526;1561400.34565242;1775990.94496006
60.476.884/0001-87;"Máquinas; Equipamentos; Veículos e Peças";2019;1779853.30171591;557031.722838051;0;693697.092123617;3791700.32319996;219600.719662249;309523.767091995;1755277.80345831;1639870.71198029;1779853.30171591
60.476.884/0001-87;"Máquinas; Equipamentos; Veículos e Peças";2020;1537594.559892;432123.84221958;0;586621.16752824;3425426.84280222;377278.25895774;141571.29118644;1406520.24166152;1287256.46594472;1537594.559892
60.476.884/0001-87;"Máquinas; Equipamentos; Veículos e Peças";2021;2068803.7812;532176.6654;0;707635.6614;4628948751;230300.7624;598690692;1983267.7848;1877179.8618;2068803.7812
60.476.884/0001-87;"Máquinas; Equipamentos; Veículos e Peças";2022;2333286;658252;0;731374;5171696;381300;562360;2111148;2015268;2333286
60.500.139/0001-26;Comércio (Atacado e Varejo);2010;773833.703700286;160517.160608152;10895.0096637303;320325.202082311;3275339.84046141;160884.63130784;121211.700038253;824145.408307875;767205.326809152;773833.703700286
60.500.139/0001-26;Comércio (Atacado e Varejo);2011;856882.365804506;156044.082732202;0;377869.403827041;3716217.74198853;201679.933612183;121288.945633079;911665.190357405;846859.180805484;856882.365804506
60.500.139/0001-26;Comércio (Atacado e Varejo);2012;865083.642839152;141445.721177347;0;405209.165470855;3576113.66913053;182291.35939931;136137.39679164;925541.621740244;854104.620941172;865083.642839152
