CNPJ_CIA,DENOM_CIA,CD_CVM,CD_CONTA,DS_CONTA,VL_CONTA,SETOR_ATIV,MUN,UF,ANO
91.983.056/0001-69,KEPLER WEBER S.A.,7870,1,Receitas,1780189,Metalurgia e Siderurgia,SÃO PAULO,SP,2023
91.983.056/0001-69,KEPLER WEBER S.A.,7870,2,Valor Adicionado Bruto,574216,Metalurgia e Siderurgia,SÃO PAULO,SP,2023
91.983.056/0001-69,KEPLER WEBER S.A.,7870,3,Valor Adicionado Líquido Produzido,539267,Metalurgia e Siderurgia,SÃO PAULO,SP,2023
91.983.056/0001-69,KEPLER WEBER S.A.,7870,4,Valor Adicionado Total a Distribuir,606966,Metalurgia e Siderurgia,SÃO PAULO,SP,2023
91.983.056/0001-69,KEPLER WEBER S.A.,7870,5,Distribuição do Valor Adicionado,606966,Metalurgia e Siderurgia,SÃO PAULO,SP,2023
91.983.056/0001-69,KEPLER WEBER S.A.,7870,5.1,Pessoal,187782,Metalurgia e Siderurgia,SÃO PAULO,SP,2023
91.983.056/0001-69,KEPLER WEBER S.A.,7870,5.2,"Impostos, Taxas e Contribuições",74203,Metalurgia e Siderurgia,SÃO PAULO,SP,2023
91.983.056/0001-69,KEPLER WEBER S.A.,7870,5.3,Remuneração de Capitais de Terceiros,99767,Metalurgia e Siderurgia,SÃO PAULO,SP,2023
91.983.056/0001-69,KEPLER WEBER S.A.,7870,5.4,Remuneração de Capitais Próprios,60589,Metalurgia e Siderurgia,SÃO PAULO,SP,2023
89.637.490/0001-45,KLABIN S.A.,12653,1,Receitas,22459932,Papel e Celulose,SÃO PAULO,SP,2023
89.637.490/0001-45,KLABIN S.A.,12653,2,Valor Adicionado Bruto,11052475,Papel e Celulose,SÃO PAULO,SP,2023
89.637.490/0001-45,KLABIN S.A.,12653,3,Valor Adicionado Líquido Produzido,7725893,Papel e Celulose,SÃO PAULO,SP,2023
89.637.490/0001-45,KLABIN S.A.,12653,4,Valor Adicionado Total a Distribuir,8325492,Papel e Celulose,SÃO PAULO,SP,2023
89.637.490/0001-45,KLABIN S.A.,12653,5,Distribuição do Valor Adicionado,8325492,Papel e Celulose,SÃO PAULO,SP,2023
89.637.490/0001-45,KLABIN S.A.,12653,5.1,Pessoal,2289328,Papel e Celulose,SÃO PAULO,SP,2023
89.637.490/0001-45,KLABIN S.A.,12653,5.2,"Impostos, Taxas e Contribuições",2166576,Papel e Celulose,SÃO PAULO,SP,2023
89.637.490/0001-45,KLABIN S.A.,12653,5.3,Remuneração de Capitais de Terceiros,1026346,Papel e Celulose,SÃO PAULO,SP,2023
89.637.490/0001-45,KLABIN S.A.,12653,5.4,Remuneração de Capitais Próprios,2843242,Papel e Celulose,SÃO PAULO,SP,2023
13.270.520/0001-66,KORA SAÚDE PARTICIPAÇÕES S.A.,25879,1,Receitas,2391043,Serviços Médicos,VITÓRIA,ES,2023
13.270.520/0001-66,KORA SAÚDE PARTICIPAÇÕES S.A.,25879,2,Valor Adicionado Bruto,1197120,Serviços Médicos,VITÓRIA,ES,2023
13.270.520/0001-66,KORA SAÚDE PARTICIPAÇÕES S.A.,25879,3,Valor Adicionado Líquido Produzido,1029549,Serviços Médicos,VITÓRIA,ES,2023
13.270.520/0001-66,KORA SAÚDE PARTICIPAÇÕES S.A.,25879,4,Valor Adicionado Total a Distribuir,1069770,Serviços Médicos,VITÓRIA,ES,2023
13.270.520/0001-66,KORA SAÚDE PARTICIPAÇÕES S.A.,25879,5,Distribuição do Valor Adicionado,1069770,Serviços Médicos,VITÓRIA,ES,2023
13.270.520/0001-66,KORA SAÚDE PARTICIPAÇÕES S.A.,25879,5.1,Pessoal,578846,Serviços Médicos,VITÓRIA,ES,2023
13.270.520/0001-66,KORA SAÚDE PARTICIPAÇÕES S.A.,25879,5.2,"Impostos, Taxas e Contribuições",175601,Serviços Médicos,VITÓRIA,ES,2023
13.270.520/0001-66,KORA SAÚDE PARTICIPAÇÕES S.A.,25879,5.3,Remuneração de Capitais de Terceiros,473392,Serviços Médicos,VITÓRIA,ES,2023
13.270.520/0001-66,KORA SAÚDE PARTICIPAÇÕES S.A.,25879,5.4,Remuneração de Capitais Próprios,-158069,Serviços Médicos,VITÓRIA,ES,2023
26.462.693/0001-28,LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.,25062,1,Receitas,925721,"Construção Civil, Mat. Constr. e Decoração",SÃO PAULO,SP,2023
26.462.693/0001-28,LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.,25062,2,Valor Adicionado Bruto,232342,"Construção Civil, Mat. Constr. e Decoração",SÃO PAULO,SP,2023
26.462.693/0001-28,LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.,25062,3,Valor Adicionado Líquido Produzido,231425,"Construção Civil, Mat. Constr. e Decoração",SÃO PAULO,SP,2023
26.462.693/0001-28,LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.,25062,4,Valor Adicionado Total a Distribuir,330071,"Construção Civil, Mat. Constr. e Decoração",SÃO PAULO,SP,2023
26.462.693/0001-28,LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.,25062,5,Distribuição do Valor Adicionado,330071,"Construção Civil, Mat. Constr. e Decoração",SÃO PAULO,SP,2023
26.462.693/0001-28,LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.,25062,5.1,Pessoal,24614,"Construção Civil, Mat. Constr. e Decoração",SÃO PAULO,SP,2023
26.462.693/0001-28,LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.,25062,5.2,"Impostos, Taxas e Contribuições",50524,"Construção Civil, Mat. Constr. e Decoração",SÃO PAULO,SP,2023
26.462.693/0001-28,LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.,25062,5.3,Remuneração de Capitais de Terceiros,8314,"Construção Civil, Mat. Constr. e Decoração",SÃO PAULO,SP,2023
26.462.693/0001-28,LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.,25062,5.4,Remuneração de Capitais Próprios,246619,"Construção Civil, Mat. Constr. e Decoração",SÃO PAULO,SP,2023
00.873.894/0001-24,LETS RENT A CAR S/A,27383,1,Receitas,1050223,Serviços Transporte e Logística,ARARAQUARA,SP,2023
00.873.894/0001-24,LETS RENT A CAR S/A,27383,2,Valor Adicionado Bruto,568367,Serviços Transporte e Logística,ARARAQUARA,SP,2023
00.873.894/0001-24,LETS RENT A CAR S/A,27383,3,Valor Adicionado Líquido Produzido,414672,Serviços Transporte e Logística,ARARAQUARA,SP,2023
00.873.894/0001-24,LETS RENT A CAR S/A,27383,4,Valor Adicionado Total a Distribuir,478256,Serviços Transporte e Logística,ARARAQUARA,SP,2023
00.873.894/0001-24,LETS RENT A CAR S/A,27383,5,Distribuição do Valor Adicionado,478256,Serviços Transporte e Logística,ARARAQUARA,SP,2023
00.873.894/0001-24,LETS RENT A CAR S/A,27383,5.1,Pessoal,42339,Serviços Transporte e Logística,ARARAQUARA,SP,2023
00.873.894/0001-24,LETS RENT A CAR S/A,27383,5.2,"Impostos, Taxas e Contribuições",121909,Serviços Transporte e Logística,ARARAQUARA,SP,2023
00.873.894/0001-24,LETS RENT A CAR S/A,27383,5.3,Remuneração de Capitais de Terceiros,250254,Serviços Transporte e Logística,ARARAQUARA,SP,2023
00.873.894/0001-24,LETS RENT A CAR S/A,27383,5.4,Remuneração de Capitais Próprios,63754,Serviços Transporte e Logística,ARARAQUARA,SP,2023
02.357.251/0001-53,LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A,24872,1,Receitas,152882,"Máquinas, Equipamentos, Veículos e Peças",PELOTAS,RS,2023
02.357.251/0001-53,LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A,24872,2,Valor Adicionado Bruto,114420,"Máquinas, Equipamentos, Veículos e Peças",PELOTAS,RS,2023
02.357.251/0001-53,LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A,24872,3,Valor Adicionado Líquido Produzido,99729,"Máquinas, Equipamentos, Veículos e Peças",PELOTAS,RS,2023
02.357.251/0001-53,LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A,24872,4,Valor Adicionado Total a Distribuir,100632,"Máquinas, Equipamentos, Veículos e Peças",PELOTAS,RS,2023
02.357.251/0001-53,LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A,24872,5,Distribuição do Valor Adicionado,100632,"Máquinas, Equipamentos, Veículos e Peças",PELOTAS,RS,2023
02.357.251/0001-53,LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A,24872,5.1,Pessoal,41741,"Máquinas, Equipamentos, Veículos e Peças",PELOTAS,RS,2023
02.357.251/0001-53,LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A,24872,5.2,"Impostos, Taxas e Contribuições",26004,"Máquinas, Equipamentos, Veículos e Peças",PELOTAS,RS,2023
02.357.251/0001-53,LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A,24872,5.3,Remuneração de Capitais de Terceiros,50906,"Máquinas, Equipamentos, Veículos e Peças",PELOTAS,RS,2023
02.357.251/0001-53,LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A,24872,5.4,Remuneração de Capitais Próprios,-18019,"Máquinas, Equipamentos, Veículos e Peças",PELOTAS,RS,2023
04.368.865/0001-66,LIGGA TELECOMUNICAÇÕES S.A.,27367,1,Receitas,718723,Telecomunicações,LONDRINA,PR,2023
04.368.865/0001-66,LIGGA TELECOMUNICAÇÕES S.A.,27367,2,Valor Adicionado Bruto,476893,Telecomunicações,LONDRINA,PR,2023
04.368.865/0001-66,LIGGA TELECOMUNICAÇÕES S.A.,27367,3,Valor Adicionado Líquido Produzido,287682,Telecomunicações,LONDRINA,PR,2023
04.368.865/0001-66,LIGGA TELECOMUNICAÇÕES S.A.,27367,4,Valor Adicionado Total a Distribuir,373346,Telecomunicações,LONDRINA,PR,2023
04.368.865/0001-66,LIGGA TELECOMUNICAÇÕES S.A.,27367,5,Distribuição do Valor Adicionado,373346,Telecomunicações,LONDRINA,PR,2023
04.368.865/0001-66,LIGGA TELECOMUNICAÇÕES S.A.,27367,5.1,Pessoal,58825,Telecomunicações,LONDRINA,PR,2023
04.368.865/0001-66,LIGGA TELECOMUNICAÇÕES S.A.,27367,5.2,"Impostos, Taxas e Contribuições",71072,Telecomunicações,LONDRINA,PR,2023
04.368.865/0001-66,LIGGA TELECOMUNICAÇÕES S.A.,27367,5.3,Remuneração de Capitais de Terceiros,302200,Telecomunicações,LONDRINA,PR,2023
04.368.865/0001-66,LIGGA TELECOMUNICAÇÕES S.A.,27367,5.4,Remuneração de Capitais Próprios,-58751,Telecomunicações,LONDRINA,PR,2023
01.917.818/0001-36,LIGHT ENERGIA S.A.,23000,1,Receitas,1056656,Energia Elétrica,RIO DE JANEIRO,RJ,2023
01.917.818/0001-36,LIGHT ENERGIA S.A.,23000,2,Valor Adicionado Bruto,853798,Energia Elétrica,RIO DE JANEIRO,RJ,2023
01.917.818/0001-36,LIGHT ENERGIA S.A.,23000,3,Valor Adicionado Líquido Produzido,733878,Energia Elétrica,RIO DE JANEIRO,RJ,2023
01.917.818/0001-36,LIGHT ENERGIA S.A.,23000,4,Valor Adicionado Total a Distribuir,825210,Energia Elétrica,RIO DE JANEIRO,RJ,2023
01.917.818/0001-36,LIGHT ENERGIA S.A.,23000,5,Distribuição do Valor Adicionado,825210,Energia Elétrica,RIO DE JANEIRO,RJ,2023
01.917.818/0001-36,LIGHT ENERGIA S.A.,23000,5.1,Pessoal,31033,Energia Elétrica,RIO DE JANEIRO,RJ,2023
01.917.818/0001-36,LIGHT ENERGIA S.A.,23000,5.2,"Impostos, Taxas e Contribuições",320203,Energia Elétrica,RIO DE JANEIRO,RJ,2023
01.917.818/0001-36,LIGHT ENERGIA S.A.,23000,5.3,Remuneração de Capitais de Terceiros,105873,Energia Elétrica,RIO DE JANEIRO,RJ,2023
01.917.818/0001-36,LIGHT ENERGIA S.A.,23000,5.4,Remuneração de Capitais Próprios,368101,Energia Elétrica,RIO DE JANEIRO,RJ,2023
03.378.521/0001-75,LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL,19879,1,Receitas,21187937,Energia Elétrica,RIO DE JANEIRO,RJ,2023
03.378.521/0001-75,LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL,19879,2,Valor Adicionado Bruto,10496358,Energia Elétrica,RIO DE JANEIRO,RJ,2023
03.378.521/0001-75,LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL,19879,3,Valor Adicionado Líquido Produzido,9709735,Energia Elétrica,RIO DE JANEIRO,RJ,2023
03.378.521/0001-75,LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL,19879,4,Valor Adicionado Total a Distribuir,10431755,Energia Elétrica,RIO DE JANEIRO,RJ,2023
03.378.521/0001-75,LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL,19879,5,Distribuição do Valor Adicionado,10431755,Energia Elétrica,RIO DE JANEIRO,RJ,2023
03.378.521/0001-75,LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL,19879,5.1,Pessoal,506759,Energia Elétrica,RIO DE JANEIRO,RJ,2023
03.378.521/0001-75,LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL,19879,5.2,"Impostos, Taxas e Contribuições",8111243,Energia Elétrica,RIO DE JANEIRO,RJ,2023
03.378.521/0001-75,LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL,19879,5.3,Remuneração de Capitais de Terceiros,1558591,Energia Elétrica,RIO DE JANEIRO,RJ,2023
03.378.521/0001-75,LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL,19879,5.4,Remuneração de Capitais Próprios,255162,Energia Elétrica,RIO DE JANEIRO,RJ,2023
05.917.486/0001-40,LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.,25895,1,Receitas,1013058,Comércio (Atacado e Varejo),ILHÉUS,BA,2023
05.917.486/0001-40,LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.,25895,2,Valor Adicionado Bruto,423458,Comércio (Atacado e Varejo),ILHÉUS,BA,2023
05.917.486/0001-40,LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.,25895,3,Valor Adicionado Líquido Produzido,228235,Comércio (Atacado e Varejo),ILHÉUS,BA,2023
05.917.486/0001-40,LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.,25895,4,Valor Adicionado Total a Distribuir,322295,Comércio (Atacado e Varejo),ILHÉUS,BA,2023
05.917.486/0001-40,LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.,25895,5,Distribuição do Valor Adicionado,322295,Comércio (Atacado e Varejo),ILHÉUS,BA,2023
05.917.486/0001-40,LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.,25895,5.1,Pessoal,48911,Comércio (Atacado e Varejo),ILHÉUS,BA,2023
05.917.486/0001-40,LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.,25895,5.2,"Impostos, Taxas e Contribuições",149075,Comércio (Atacado e Varejo),ILHÉUS,BA,2023
05.917.486/0001-40,LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.,25895,5.3,Remuneração de Capitais de Terceiros,136185,Comércio (Atacado e Varejo),ILHÉUS,BA,2023
05.917.486/0001-40,LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.,25895,5.4,Remuneração de Capitais Próprios,-11876,Comércio (Atacado e Varejo),ILHÉUS,BA,2023
00.389.481/0001-79,LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.,24880,1,Receitas,3165539,Serviços Transporte e Logística,SALVADOR,BA,2023
00.389.481/0001-79,LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.,24880,2,Valor Adicionado Bruto,1222878,Serviços Transporte e Logística,SALVADOR,BA,2023
00.389.481/0001-79,LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.,24880,3,Valor Adicionado Líquido Produzido,950005,Serviços Transporte e Logística,SALVADOR,BA,2023
00.389.481/0001-79,LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.,24880,4,Valor Adicionado Total a Distribuir,1638056,Serviços Transporte e Logística,SALVADOR,BA,2023
00.389.481/0001-79,LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.,24880,5,Distribuição do Valor Adicionado,1638056,Serviços Transporte e Logística,SALVADOR,BA,2023
00.389.481/0001-79,LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.,24880,5.1,Pessoal,92117,Serviços Transporte e Logística,SALVADOR,BA,2023
00.389.481/0001-79,LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.,24880,5.2,"Impostos, Taxas e Contribuições",46799,Serviços Transporte e Logística,SALVADOR,BA,2023
00.389.481/0001-79,LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.,24880,5.3,Remuneração de Capitais de Terceiros,1338769,Serviços Transporte e Logística,SALVADOR,BA,2023
00.389.481/0001-79,LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.,24880,5.4,Remuneração de Capitais Próprios,160371,Serviços Transporte e Logística,SALVADOR,BA,2023
02.286.479/0001-08,LOCALIZA FLEET S.A.,24813,1,Receitas,5580206,Serviços Transporte e Logística,BELO HORIZONTE,MG,2023
02.286.479/0001-08,LOCALIZA FLEET S.A.,24813,2,Valor Adicionado Bruto,2959713,Serviços Transporte e Logística,BELO HORIZONTE,MG,2023
02.286.479/0001-08,LOCALIZA FLEET S.A.,24813,3,Valor Adicionado Líquido Produzido,2282517,Serviços Transporte e Logística,BELO HORIZONTE,MG,2023
02.286.479/0001-08,LOCALIZA FLEET S.A.,24813,4,Valor Adicionado Total a Distribuir,2476338,Serviços Transporte e Logística,BELO HORIZONTE,MG,2023
02.286.479/0001-08,LOCALIZA FLEET S.A.,24813,5,Distribuição do Valor Adicionado,2476338,Serviços Transporte e Logística,BELO HORIZONTE,MG,2023
02.286.479/0001-08,LOCALIZA FLEET S.A.,24813,5.1,Pessoal,326189,Serviços Transporte e Logística,BELO HORIZONTE,MG,2023
02.286.479/0001-08,LOCALIZA FLEET S.A.,24813,5.2,"Impostos, Taxas e Contribuições",504738,Serviços Transporte e Logística,BELO HORIZONTE,MG,2023
02.286.479/0001-08,LOCALIZA FLEET S.A.,24813,5.3,Remuneração de Capitais de Terceiros,1029144,Serviços Transporte e Logística,BELO HORIZONTE,MG,2023
02.286.479/0001-08,LOCALIZA FLEET S.A.,24813,5.4,Remuneração de Capitais Próprios,616267,Serviços Transporte e Logística,BELO HORIZONTE,MG,2023
16.670.085/0001-55,LOCALIZA RENT A CAR S.A.,19739,1,Receitas,30628078,Serviços Transporte e Logística,BELO HORIZONTE,MG,2023
16.670.085/0001-55,LOCALIZA RENT A CAR S.A.,19739,2,Valor Adicionado Bruto,13991552,Serviços Transporte e Logística,BELO HORIZONTE,MG,2023
16.670.085/0001-55,LOCALIZA RENT A CAR S.A.,19739,3,Valor Adicionado Líquido Produzido,9367258,Serviços Transporte e Logística,BELO HORIZONTE,MG,2023
16.670.085/0001-55,LOCALIZA RENT A CAR S.A.,19739,4,Valor Adicionado Total a Distribuir,10654097,Serviços Transporte e Logística,BELO HORIZONTE,MG,2023
16.670.085/0001-55,LOCALIZA RENT A CAR S.A.,19739,5,Distribuição do Valor Adicionado,10654097,Serviços Transporte e Logística,BELO HORIZONTE,MG,2023
16.670.085/0001-55,LOCALIZA RENT A CAR S.A.,19739,5.1,Pessoal,1897207,Serviços Transporte e Logística,BELO HORIZONTE,MG,2023
16.670.085/0001-55,LOCALIZA RENT A CAR S.A.,19739,5.2,"Impostos, Taxas e Contribuições",1477619,Serviços Transporte e Logística,BELO HORIZONTE,MG,2023
16.670.085/0001-55,LOCALIZA RENT A CAR S.A.,19739,5.3,Remuneração de Capitais de Terceiros,5476181,Serviços Transporte e Logística,BELO HORIZONTE,MG,2023
16.670.085/0001-55,LOCALIZA RENT A CAR S.A.,19739,5.4,Remuneração de Capitais Próprios,1803090,Serviços Transporte e Logística,BELO HORIZONTE,MG,2023
02.351.877/0001-52,LOCAWEB SERVIÇOS DE INTERNET S.A.,24910,1,Receitas,1425909,Comunicação e Informática,SÃO PAULO,SP,2023
02.351.877/0001-52,LOCAWEB SERVIÇOS DE INTERNET S.A.,24910,2,Valor Adicionado Bruto,871370,Comunicação e Informática,SÃO PAULO,SP,2023
02.351.877/0001-52,LOCAWEB SERVIÇOS DE INTERNET S.A.,24910,3,Valor Adicionado Líquido Produzido,753223,Comunicação e Informática,SÃO PAULO,SP,2023
02.351.877/0001-52,LOCAWEB SERVIÇOS DE INTERNET S.A.,24910,4,Valor Adicionado Total a Distribuir,914930,Comunicação e Informática,SÃO PAULO,SP,2023
02.351.877/0001-52,LOCAWEB SERVIÇOS DE INTERNET S.A.,24910,5,Distribuição do Valor Adicionado,914930,Comunicação e Informática,SÃO PAULO,SP,2023
02.351.877/0001-52,LOCAWEB SERVIÇOS DE INTERNET S.A.,24910,5.1,Pessoal,478748,Comunicação e Informática,SÃO PAULO,SP,2023
02.351.877/0001-52,LOCAWEB SERVIÇOS DE INTERNET S.A.,24910,5.2,"Impostos, Taxas e Contribuições",151655,Comunicação e Informática,SÃO PAULO,SP,2023
02.351.877/0001-52,LOCAWEB SERVIÇOS DE INTERNET S.A.,24910,5.3,Remuneração de Capitais de Terceiros,358262,Comunicação e Informática,SÃO PAULO,SP,2023
02.351.877/0001-52,LOCAWEB SERVIÇOS DE INTERNET S.A.,24910,5.4,Remuneração de Capitais Próprios,-73735,Comunicação e Informática,SÃO PAULO,SP,2023
09.041.168/0001-10,LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES,23272,1,Receitas,1029587,"Construção Civil, Mat. Constr. e Decoração",BELO HORIZONTE,MG,2023
09.041.168/0001-10,LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES,23272,2,Valor Adicionado Bruto,557035,"Construção Civil, Mat. Constr. e Decoração",BELO HORIZONTE,MG,2023
09.041.168/0001-10,LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES,23272,3,Valor Adicionado Líquido Produzido,553063,"Construção Civil, Mat. Constr. e Decoração",BELO HORIZONTE,MG,2023
09.041.168/0001-10,LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES,23272,4,Valor Adicionado Total a Distribuir,660424,"Construção Civil, Mat. Constr. e Decoração",BELO HORIZONTE,MG,2023
09.041.168/0001-10,LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES,23272,5,Distribuição do Valor Adicionado,660424,"Construção Civil, Mat. Constr. e Decoração",BELO HORIZONTE,MG,2023
09.041.168/0001-10,LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES,23272,5.1,Pessoal,67562,"Construção Civil, Mat. Constr. e Decoração",BELO HORIZONTE,MG,2023
09.041.168/0001-10,LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES,23272,5.2,"Impostos, Taxas e Contribuições",94688,"Construção Civil, Mat. Constr. e Decoração",BELO HORIZONTE,MG,2023
09.041.168/0001-10,LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES,23272,5.3,Remuneração de Capitais de Terceiros,303214,"Construção Civil, Mat. Constr. e Decoração",BELO HORIZONTE,MG,2023
09.041.168/0001-10,LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES,23272,5.4,Remuneração de Capitais Próprios,194960,"Construção Civil, Mat. Constr. e Decoração",BELO HORIZONTE,MG,2023
42.278.291/0001-24,LOG-IN LOGISTICA INTERMODAL S.A.,20710,1,Receitas,2984231,Serviços Transporte e Logística,RIO DE JANEIRO,RJ,2023
42.278.291/0001-24,LOG-IN LOGISTICA INTERMODAL S.A.,20710,2,Valor Adicionado Bruto,1293766,Serviços Transporte e Logística,RIO DE JANEIRO,RJ,2023
42.278.291/0001-24,LOG-IN LOGISTICA INTERMODAL S.A.,20710,3,Valor Adicionado Líquido Produzido,1066112,Serviços Transporte e Logística,RIO DE JANEIRO,RJ,2023
42.278.291/0001-24,LOG-IN LOGISTICA INTERMODAL S.A.,20710,4,Valor Adicionado Total a Distribuir,1251344,Serviços Transporte e Logística,RIO DE JANEIRO,RJ,2023
42.278.291/0001-24,LOG-IN LOGISTICA INTERMODAL S.A.,20710,5,Distribuição do Valor Adicionado,1251344,Serviços Transporte e Logística,RIO DE JANEIRO,RJ,2023
42.278.291/0001-24,LOG-IN LOGISTICA INTERMODAL S.A.,20710,5.1,Pessoal,377667,Serviços Transporte e Logística,RIO DE JANEIRO,RJ,2023
42.278.291/0001-24,LOG-IN LOGISTICA INTERMODAL S.A.,20710,5.2,"Impostos, Taxas e Contribuições",358881,Serviços Transporte e Logística,RIO DE JANEIRO,RJ,2023
42.278.291/0001-24,LOG-IN LOGISTICA INTERMODAL S.A.,20710,5.3,Remuneração de Capitais de Terceiros,454624,Serviços Transporte e Logística,RIO DE JANEIRO,RJ,2023
42.278.291/0001-24,LOG-IN LOGISTICA INTERMODAL S.A.,20710,5.4,Remuneração de Capitais Próprios,60172,Serviços Transporte e Logística,RIO DE JANEIRO,RJ,2023
96.418.264/0218-02,LOJAS QUERO QUERO S.A.,25038,1,Receitas,2796806,Comércio (Atacado e Varejo),CACHOEIRINHA,RS,2023
96.418.264/0218-02,LOJAS QUERO QUERO S.A.,25038,2,Valor Adicionado Bruto,1010089,Comércio (Atacado e Varejo),CACHOEIRINHA,RS,2023
96.418.264/0218-02,LOJAS QUERO QUERO S.A.,25038,3,Valor Adicionado Líquido Produzido,885148,Comércio (Atacado e Varejo),CACHOEIRINHA,RS,2023
96.418.264/0218-02,LOJAS QUERO QUERO S.A.,25038,4,Valor Adicionado Total a Distribuir,961896,Comércio (Atacado e Varejo),CACHOEIRINHA,RS,2023
96.418.264/0218-02,LOJAS QUERO QUERO S.A.,25038,5,Distribuição do Valor Adicionado,961896,Comércio (Atacado e Varejo),CACHOEIRINHA,RS,2023
96.418.264/0218-02,LOJAS QUERO QUERO S.A.,25038,5.1,Pessoal,400606,Comércio (Atacado e Varejo),CACHOEIRINHA,RS,2023
96.418.264/0218-02,LOJAS QUERO QUERO S.A.,25038,5.2,"Impostos, Taxas e Contribuições",301945,Comércio (Atacado e Varejo),CACHOEIRINHA,RS,2023
96.418.264/0218-02,LOJAS QUERO QUERO S.A.,25038,5.3,Remuneração de Capitais de Terceiros,239666,Comércio (Atacado e Varejo),CACHOEIRINHA,RS,2023
96.418.264/0218-02,LOJAS QUERO QUERO S.A.,25038,5.4,Remuneração de Capitais Próprios,19679,Comércio (Atacado e Varejo),CACHOEIRINHA,RS,2023
92.754.738/0001-62,LOJAS RENNER S.A.,8133,1,Receitas,16198032,Comércio (Atacado e Varejo),PORTO ALEGRE,RS,2023
92.754.738/0001-62,LOJAS RENNER S.A.,8133,2,Valor Adicionado Bruto,7307114,Comércio (Atacado e Varejo),PORTO ALEGRE,RS,2023
92.754.738/0001-62,LOJAS RENNER S.A.,8133,3,Valor Adicionado Líquido Produzido,6208751,Comércio (Atacado e Varejo),PORTO ALEGRE,RS,2023
92.754.738/0001-62,LOJAS RENNER S.A.,8133,4,Valor Adicionado Total a Distribuir,6838547,Comércio (Atacado e Varejo),PORTO ALEGRE,RS,2023
92.754.738/0001-62,LOJAS RENNER S.A.,8133,5,Distribuição do Valor Adicionado,6838547,Comércio (Atacado e Varejo),PORTO ALEGRE,RS,2023
